SELECT 9760
CREATE INDEX
SELECT 50720
CREATE INDEX
tenant,sku,nome_prod,clicks30,costo30_eur,erp_stock,supplier_stock,pos,costo,prezzo
Farmainsieme,905006514,EURONATUR GROUP Calminus gocce 100 ml - 905006514 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,10,,24.05,26.06
Farmainsieme,049990017,Vagisil antimicotico*cr 30g 2% - 049990017 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,2,0.66,11,91,3,5.83,8.53
Farmainsieme,975189313,Flavis cake mix preparato per torte e biscotti aproteici 500 g - 975189313 - alimentazione/alimentazione/alimenti-aproteici,2,0.66,0,31,7,7.58,9.20
Farmainsieme,924760984,SAGINIL Ovuli vaginali sanigil 10 pezzi - 924760984 - integratori/integratori-alimentari/apparato-uro-genitale,2,0.66,0,16,6,11.20,12.98
Farmainsieme,951337803,Essaven active 30 compresse rivestite - 951337803 - farmaci-da-banco/antinfiammatori-e-analgesici/circolazione,2,0.66,0,50,3,10.86,13.63
Farmainsieme,975433095,After bite crema natural 20ml - 975433095 - igiene-e-salute/rimedi-fitoterapici/creme-mani-e-piedi,2,0.66,0,166,5,4.29,5.63
Farmainsieme,046213169,HERING Sulfur iodatum*9ch 80gr 4g - 046213169 - igiene-e-salute/rimedi-omeopatici/globuli-e-granuli,2,0.66,0,1,1,2.95,3.72
Farmainsieme,982483582,Breath right classici gr 30pz - 982483582 - farmaci-da-banco/febbre/influenza-e-raffreddore,2,0.66,8,684,,14.34,16.65
Farmainsieme,951468646,Condrogen adult&sport 30 stick - 951468646 - prodotti-veterinari/alimentazione,2,0.66,0,11,3,26.44,32.19
Farmainsieme,934639410,Longlife alfalfa 120 compresse - 934639410 - integratori/integratori-alimentari/difese-immunitarie,2,0.66,0,50,3,9.19,11.30
Farmainsieme,941843171,NATURE'S I SOLARI natures i solari crema gel viso antirughe spf50 50 ml - 941843171 - bellezza-e-cosmesi/prodotti-solari/solari-viso-e-labbra,2,0.66,0,1,3,14.69,17.87
Farmainsieme,035520016,VOLTADOL*5CER MEDIC 140MG - 035520016 - farmaci-da-banco/antinfiammatori-e-analgesici/dolori-muscolari-ed-articolari,2,0.66,15,355,5,7.98,9.73
Farmainsieme,989874173,SOMATOLINE SNELLENTE SOMATOLINE SKIN EX RASSODANTE BRACCIA 100ML - 989874173 - bellezza-e-cosmesi,2,0.66,0,20,,15.75,20.32
Farmainsieme,046433292,BOIRON Gelsemium semp*30ch gl 1g - 046433292 - igiene-e-salute,1,0.33,4,51,3,3.19,4.41
Farmainsieme,040932079,Solmucol mucolitico*30cpr600mg - 040932079 - farmaci-da-banco/febbre/tosse,1,0.33,0,44,6,8.37,10.04
Farmainsieme,029824291,Acqua pi gs*5f 5ml - 029824291 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/disinfettanti-e-cicatrizzanti,1,0.33,0,42,3,1.91,15.99
Farmainsieme,028968016,"DERMIRIT*CREMA 20G 0,5% - 028968016 - farmaci-da-banco/allergie/antistaminici",1,0.33,0,3,3,7.98,9.59
Farmainsieme,026043277,Lomexin*crema vag 78g 2%+1appl - 026043277 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,1,0.33,0,90,3,9.53,11.09
Farmainsieme,025216045,Micomicen*crema vag 78g+12appl - 025216045 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,1,0.33,0,12,5,11.77,14.38
Farmainsieme,025055029,Trosyd ginecol*cr vag 78g 1% - 025055029 - farmaci-da-banco/altri-disturbi/antimicotici,1,0.33,0,90,,9.25,11.93
Farmainsieme,023834144,"FLUIFORT*SCIR 12BUST 2,7G/10ML - 023834144 - farmaci-da-banco/febbre/tosse",1,0.33,12,272,6,6.71,8.18
Farmainsieme,023432038,Macmiror complex 500*12 ov vag - 023432038 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,1,0.33,0,372,6,12.07,14.90
Farmainsieme,012373039,Tonogen vit*os 10fl 6ml 10000 - 012373039 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,110,3,10.53,12.64
Farmainsieme,009115066,FITOSTIMOLINE*SOL VAG 5FL140ML - 009115066 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,1,0.33,0,171,3,11.50,13.93
Farmainsieme,004905131,"Placentex*crema 25g 0,08% - 004905131 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/disinfettanti-e-cicatrizzanti",1,0.33,0,44,5,11.99,13.95
Farmainsieme,951800794,Sterozen forte 60 capsule - 951800794 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,13,6,22.67,28.93
Farmainsieme,951852084,Curasept biosmalto protezione erosione collutorio 50 ml - 951852084 - igiene-e-salute/igiene-orale/collutori,1,0.33,0,53,7,6.21,7.83
Farmainsieme,951891047,Buonaflu spray 20 ml - 951891047 - farmaci-da-banco/febbre/mal-di-gola,1,0.33,0,67,3,9.25,10.54
Farmainsieme,951989805,Curasept prevent gengive sane 16 compresse orosolubili - 951989805 - integratori/integratori-alimentari/fermenti-lattici,1,0.33,0,97,7,11.89,14.02
Farmainsieme,951992193,Test rapido antigeni h pylori/ihp-602h - 951992193 - farmaci-da-banco/medicazione-e-autodiagnosi/autodiagnosi,1,0.33,0,50,3,7.25,8.79
Farmainsieme,952039511,Cer'8 spray zecche e zanzare 100 ml - 952039511 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,1,0.33,11,0,4,6.64,8.16
Farmainsieme,970177477,DESAPHARMA Tecnico easy sfigmomanometro con bracciale wide 22-42 cm - 970177477 - farmaci-da-banco/elettromedicali/misuratori-pressione,1,0.33,0,3,3,35.03,43.38
Farmainsieme,970288989,FARMADERBE Ultra tan spf6 spray micellare multifunzione 150 ml - 970288989 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,1,0.33,0,1,,10.53,17.93
Farmainsieme,970448837,GIORGINI Eleuterococco estratto integrale 200 ml - 970448837 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,1,0.33,0,1,,14.27,18.41
Farmainsieme,970489821,Flocare sondino nasogastrico in poliuretano ch 06 verde chiaro 110cm 1 pezzo - 970489821 - alimentazione/alimentazione/dieta-e-linea,1,0.33,0,1,2,39.94,46.76
Farmainsieme,970728251,Rev keratin light 30 capsule - 970728251 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,32,,16.41,19.69
Farmainsieme,970929624,Ischia eau thermale mediterranea sea 1 litro - 970929624 - bellezza-e-cosmesi/corpo/igiene-e-detersione,1,0.33,0,1,4,3.37,4.47
Farmainsieme,970978274,Egeria gocce 50 ml - 970978274 - integratori/integratori-alimentari/apparato-uro-genitale,1,0.33,0,10,3,14.52,16.88
Farmainsieme,971064783,Triamag b6 36 compresse - 971064783 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,16,,16.13,20.80
Farmainsieme,971104993,Organics pharm hydrate shampoo with sweet fennel 250 ml - 971104993 - bellezza-e-cosmesi/capeli/prurito-e-secchezza-cuoio-capelluto,1,0.33,3,0,3,8.30,12.34
Farmainsieme,971105061,Organics pharm moisture repair shampoo argan oil and chamomille - 971105061 - bellezza-e-cosmesi/capeli/prurito-e-secchezza-cuoio-capelluto,1,0.33,3,1,3,8.30,11.28
Farmainsieme,971230952,Ansicor 30 ml - 971230952 - integratori,1,0.33,0,84,2,14.04,16.15
Farmainsieme,971242603,MEDEL Termometro medel ear temp - 971242603 - farmaci-da-banco/elettromedicali/termometri,1,0.33,0,50,3,28.77,32.22
Farmainsieme,972064632,GHEOS Ansirid 60 capsule - 972064632 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,2,2,20.02,22.94
Farmainsieme,972191593,Propoli pensa 15 compresse - 972191593 - farmaci-da-banco/febbre/mal-di-gola,1,0.33,0,4,3,2.41,3.24
Farmainsieme,972569824,PIEMME PHARMATECH Alcat glut gocce 30 ml - 972569824 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,50,3,21.89,27.83
Farmainsieme,972599942,COLOPLAST Sacca per colostomia sensura mio cx flip 1p chiusa midi isp 10-40 s 325 ml 10 pezzi - 972599942 - farmaci-da-banco/stomaco-e-intestino/stomia,1,0.33,0,10,1,53.79,66.72
Farmainsieme,973180781,DESAPHARMA Sauber gambaletto maglia liscia 70 denari camel 3 - 973180781 - integratori/integratori-alimentari/gravidanza-e-allattamento,1,0.33,0,1,6,12.69,15.07
Farmainsieme,973254321,Strath immun 200 compresse - 973254321 - integratori/integratori-alimentari/difese-immunitarie,1,0.33,0,1,1,36.36,40.81
Farmainsieme,973327012,Medel icare misuratore di pressione con bluetooth - 973327012 - farmaci-da-banco/elettromedicali/misuratori-pressione,1,0.33,0,1,1,39.13,48.75
Farmainsieme,973476498,BIOREPAIR Blanx white shock trattamento power white gel 30 ml con bite - 973476498 - igiene-e-salute/igiene-orale/dentifrici,1,0.33,0,5,4,8.06,9.69
Farmainsieme,973655424,GIORGINI Tribulus estratto titolato 80 pastiglie - 973655424 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,1,0.33,0,1,6,10.48,12.70
Farmainsieme,973713567,CONVATEC ITALIA Sacca per colostomia esteem+ fondo chiuso pretagliato 30 mm con finestra standard 30 pezzi - 973713567 - farmaci-da-banco/stomaco-e-intestino/stomia,1,0.33,0,2,5,58.81,70.37
Farmainsieme,973919412,LA STREGA Vitamina d3 1000 unita' internazionale 180 perle - 973919412 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,1,,20.67,26.66
Farmainsieme,974043010,Flaconix ultra 11 flaconcini + 140 mg di polvere - 974043010 - integratori/integratori-alimentari/anti-eta-cura-della-pelle,1,0.33,0,1,2,10.51,12.30
Farmainsieme,974047615,Sauber collant open toe maglia microrete 70 den colore nero taglia 2 linea classica - 974047615 - integratori/integratori-alimentari/gravidanza-e-allattamento,1,0.33,0,2,5,21.69,26.73
Farmainsieme,974047654,Sauber collant open toe maglia microrete 140 den colore nero taglia 2 linea classica - 974047654 - integratori/integratori-alimentari/gravidanza-e-allattamento,1,0.33,0,2,7,25.42,26.96
Farmainsieme,974047678,Sauber collant open toe maglia microrete 140 den colore nero taglia 4 linea classica - 974047678 - integratori/integratori-alimentari/gravidanza-e-allattamento,1,0.33,0,2,7,21.81,25.04
Farmainsieme,974053427,Dermovitamina elle gel vaginale idratante 40 ml - 974053427 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,1,0.33,0,69,5,8.17,9.63
Farmainsieme,974061905,DONEGAL HA 60 60MG/3ML 1SIR PRER - 974061905 - farmaci-da-banco/antinfiammatori-e-analgesici/dolori-muscolari-ed-articolari,1,0.33,0,10,4,104.72,117.29
Farmainsieme,974369629,Alexios 450 mg 40 capsule - 974369629 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,10,3,14.52,17.42
Farmainsieme,974761823,CONVATEC ITALIA Sacca natura+ fondo chiuso grande opaca con finestra 70 mm 30 pezzi - 974761823 - farmaci-da-banco/stomaco-e-intestino/stomia,1,0.33,0,1,7,32.09,42.08
Farmainsieme,974885307,Annurmets hdl+ 30cpr - 974885307 - integratori/integratori-alimentari/colesterolo-e-trigliceridi,1,0.33,0,20,7,12.57,14.91
Farmainsieme,974893683,First to know test di gravidanza 2 pezzi - 974893683 - prima-infanzia/per-la-mamma/test-di-ovulazione-e-gravidanza,1,0.33,0,50,6,16.75,22.44
Farmainsieme,974988329,Doafer 30cps - 974988329 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,15,6,13.62,16.52
Farmainsieme,975173725,Jane pinza portasucchio - 975173725 - prima-infanzia/igiene-e-cura-del-bambino/tutto-per-la-pappa,1,0.33,0,16,1,2.92,3.79
Farmainsieme,975173737,Jane pinza portasucchietto + copritettarella - 975173737 - prima-infanzia/igiene-e-cura-del-bambino/tutto-per-la-pappa,1,0.33,0,3,1,3.10,4.02
Farmainsieme,975296587,Epitact tutore immobilizzazione polso mano sinistra m - 975296587 - sanitaria-e-ortopedia/tutori-e-fasce-post-operatorio/tutori-arti-superiori,1,0.33,0,10,,37.44,46.50
Farmainsieme,975433107,After bite gel extra 20ml - 975433107 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,1,0.33,0,50,3,4.29,5.59
Farmainsieme,975448337,Schar savoiardi senza lattosio 200 g - 975448337 - alimentazione/alimentazione/alimenti-per-celiaci,1,0.33,0,127,,3.56,4.51
Farmainsieme,975508666,Eucerin urearep emuls10% 400ml - 975508666 - bellezza-e-cosmesi/corpo/idratanti-ed-emollienti,1,0.33,0,133,,15.30,19.74
Farmainsieme,975522261,Litopsor collutorio 250ml - 975522261 - igiene-e-salute/igiene-orale/collutori,1,0.33,0,13,5,9.85,12.59
Farmainsieme,975588575,Zentiva sfigmo pro braccio - 975588575 - farmaci-da-banco/elettromedicali/misuratori-pressione,1,0.33,0,50,4,53.51,59.93
Farmainsieme,975975691,Piperina & curcuma piu' 60cps - 975975691 - integratori/integratori-alimentari/dimagranti,1,0.33,0,52,3,9.02,11.36
Farmainsieme,976391197,Reoxall 100s fluido fotopr50ml - 976391197 - bellezza-e-cosmesi/prodotti-solari/solari-viso-e-labbra,1,0.33,0,3,3,21.64,24.61
Farmainsieme,976400996,PROMOPHARMA Xanadren arancia 10 stick pack da 15 ml - 976400996 - integratori/integratori-alimentari/drenanti,1,0.33,0,59,,7.05,9.10
Farmainsieme,976403713,CAPRIGYN 7BUST - 976403713 - integratori/integratori-alimentari/fermenti-lattici,1,0.33,0,5,3,13.67,15.61
Farmainsieme,976403877,Pisolino tripto 50ml - 976403877 - integratori/integratori-alimentari/sonno,1,0.33,0,85,3,14.01,16.15
Farmainsieme,976403889,Idraped 60 10bust - 976403889 - farmaci-da-banco/stomaco-e-intestino/diarrea,1,0.33,0,62,2,11.99,13.82
Farmainsieme,976593451,KOS Griffonia 100mg 5-htp 30cps - 976593451 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,1,0.33,0,3,7,6.47,7.89
Farmainsieme,976595001,Somatoline somat c fango drenante 500g - 976595001 - bellezza-e-cosmesi/corpo/anti-cellulite,1,0.33,1,0,7,24.38,30.92
Farmainsieme,977175886,ALKAGIN DETERGENTE FRESH INT - 977175886 - bellezza-e-cosmesi/corpo/igiene-intima,1,0.33,0,10,6,5.36,6.52
Farmainsieme,977254147,PROFENIX Equimel 40 capsule - 977254147 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,3,1,15.82,17.73
Farmainsieme,977254200,KOS Coenzima q10 forte 60cps - 977254200 - integratori/integratori-alimentari/anti-eta-cura-della-pelle,1,0.33,0,81,7,12.25,14.45
Farmainsieme,901309017,CONVATEC ITALIA Sacca due pezzi a fondo aperto opaca senza filtro e pellicola di rivestimento senza velcro sistema 2s plus 70mm chiusura con morsetto 10 pezzi - 901309017 - farmaci-da-banco/stomaco-e-intestino/stomia,1,0.33,0,3,3,10.58,12.61
Farmainsieme,943081075,Solgar Lipomag 30 capsule - 943081075 - integratori/integratori-alimentari/antiossidanti,1,0.33,0,9,1,19.97,22.56
Farmainsieme,942818749,Risil m maschera 7 x 5 ml - 942818749 - bellezza-e-cosmesi/viso/maschere,1,0.33,0,1,1,33.83,42.74
Farmainsieme,942601547,LIPHATECH Dt3 grani esca rodenticida pronta all'uso busta 150 g uso non professionale - 942601547 - prodotti-per-la-casa,1,0.33,0,10,1,3.92,6.35
Farmainsieme,941998080,SAFETY Puntali bastoni regolabili in altezza 1 coppia - 941998080 - sanitaria-e-ortopedia/cura-dell-anziano/ausilio-per-la-deambulazione,1,0.33,0,10,3,5.69,7.10
Farmainsieme,941872602,Pesoforma nature detox snellente 6 flaconcini da 10 ml - 941872602 - integratori/integratori-alimentari/dimagranti,1,0.33,0,1,3,6.37,8.19
Farmainsieme,941843094,Withania 15 ampolle bevibili da 15 ml - 941843094 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,1,0.33,0,1,4,12.36,14.16
Farmainsieme,941836773,Urogermin prostata 15 softgel - 941836773 - integratori/integratori-alimentari/apparato-uro-genitale,1,0.33,0,75,10,7.02,8.27
Farmainsieme,941495374,Euphidra kaleido olio solare abbronzante spf6 150 ml - 941495374 - bellezza-e-cosmesi/prodotti-solari/abbronzanti,1,0.33,0,2,7,10.47,14.28
Farmainsieme,940533262,Solgar Fitolady 50cps vegetali solgar - 940533262 - integratori/integratori-alimentari/ciclo-mestruale,1,0.33,0,21,,24.24,31.28
Farmainsieme,940364882,Nature's diffusore bianco d'abete 200 ml edizione limitata - 940364882 - prodotti-per-la-casa,1,0.33,0,6,,17.74,22.88
Farmainsieme,940363017,Humana dg plus expert 470 ml - 940363017 - prima-infanzia/igiene-e-cura-del-bambino/svezzamento-e-alimenti,1,0.33,0,278,3,3.61,4.22
Farmainsieme,939901512,Prontex Misuratore di pressione digitale prontex integra automatico - 939901512 - farmaci-da-banco/elettromedicali/misuratori-pressione,1,0.33,0,1,3,65.12,80.00
Farmainsieme,939890758,Estromineral lipid 20 compresse - 939890758 - integratori/integratori-alimentari/colesterolo-e-trigliceridi,1,0.33,0,2,3,12.42,21.17
Farmainsieme,939190498,Natures hematite doccia shampoo 250 ml - 939190498 - bellezza-e-cosmesi/corpo/igiene-e-detersione,1,0.33,0,1,5,9.42,10.87
Farmainsieme,938894944,Prontex cuscinetto in gel riutilizzabile double therm 11x11cm - 938894944 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/ghiacci-e-borsa-acqua-calda,1,0.33,0,8,6,3.11,3.93
Farmainsieme,938881859,Erba Vita Henne colorante capelli castano 100 g - 938881859 - bellezza-e-cosmesi/capeli/tinte-capelli,1,0.33,0,11,7,5.78,6.86
Farmainsieme,938815471,Longlife lipoic 30 compresse - 938815471 - integratori/integratori-alimentari/antiossidanti,1,0.33,0,16,1,19.61,22.06
Farmainsieme,938805405,"Yabro aerosol sodio ialuronato 0,18% soluzione da nebulizzare 10 fiale da 5 ml - 938805405 - farmaci-da-banco/elettromedicali/areosol",1,0.33,0,22,1,15.91,18.03
Farmainsieme,938685272,COGNIVEL 40 SOFTGEL - 938685272 - farmaci-da-banco/antinfiammatori-e-analgesici/sistema-nervoso,1,0.33,0,85,3,18.67,21.11
Farmainsieme,938545264,Puressentiel purificante spray 41 oli essenziali 200 ml - 938545264 - igiene-e-salute/rimedi-omeopatici/oli-essenziali,1,0.33,30,188,7,11.66,13.99
Farmainsieme,937415673,L'ERBOLARIO Fluidosole viso e corpo azione antitempo spf20 125 ml - 937415673 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,1,0.33,0,1,3,11.54,16.62
Farmainsieme,937388460,MULTICARE Strisce misurazione glicemia multicare in glucosio elettrodo 50 pezzi - 937388460 - farmaci-da-banco/medicazione-e-autodiagnosi/autodiagnosi,1,0.33,0,50,3,18.12,24.03
Farmainsieme,935771055,Berbered plus 60 compresse da 1000 mg - 935771055 - integratori/integratori-alimentari/colesterolo-e-trigliceridi,1,0.33,0,15,6,23.89,26.93
Farmainsieme,935701375,Kolinat lnp 30 capsule - 935701375 - integratori/integratori-alimentari/colesterolo-e-trigliceridi,1,0.33,0,184,1,15.07,17.02
Farmainsieme,935680948,Accu-chek fastclix kit - 935680948 - alimentazione/alimentazione/alimenti-per-diabetici,1,0.33,0,7,,21.56,26.30
Farmainsieme,935560413,Inulac 20 capsule - 935560413 - farmaci-da-banco/stomaco-e-intestino/stitichezza-e-lassativi,1,0.33,0,23,3,12.78,16.62
Farmainsieme,935418309,Tepe spazzolino supreme - 935418309 - igiene-e-salute/igiene-orale/spazzolini,1,0.33,0,282,,2.40,2.76
Farmainsieme,935184390,Aminoday 90 compresse - 935184390 - alimentazione/sport/aminoacidi-e-proteine,1,0.33,0,1,3,23.23,29.53
Farmainsieme,934980020,ANONET ACTIRAG NEO 60 G - 934980020 - farmaci-da-banco/stomaco-e-intestino/emorroidi-e-ragadi-anali,1,0.33,3,175,5,20.18,23.89
Farmainsieme,934855572,Stilla benessere 10 ml - 934855572 - farmaci-da-banco/cura-degli-occhi,1,0.33,0,34,,4.11,5.30
Farmainsieme,934625056,Melaxina t gocce 30 ml - 934625056 - integratori/integratori-alimentari/sonno,1,0.33,0,80,2,10.20,11.66
Farmainsieme,934623671,Donna sempre pausa 30 compresse - 934623671 - integratori/integratori-alimentari/menopausa,1,0.33,0,1,6,10.37,11.81
Farmainsieme,934552783,Dimagra xalifom 20 bustine - 934552783 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,12,,17.39,22.43
Farmainsieme,934504832,NAMED NEW ERA New era r 240 granuli - 934504832 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,53,,8.80,11.35
Farmainsieme,934486515,NATURE'S ARGA' Arga' balsamo 150 ml - 934486515 - bellezza-e-cosmesi/capeli/balsamo,1,0.33,0,2,7,9.60,11.32
Farmainsieme,934433259,Oximix 3+ allergo 40 capsule - 934433259 - integratori/integratori-alimentari/difese-immunitarie,1,0.33,0,11,1,18.25,20.46
Farmainsieme,934417635,Miromax 500 20 compresse - 934417635 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,50,3,18.88,26.00
Farmainsieme,934364136,MED'S Meds termometro infrarossi clicktemp mini - 934364136 - farmaci-da-banco/elettromedicali/termometri,1,0.33,0,15,3,17.10,21.32
Farmainsieme,934036789,Molluskin soluzione 5 ml - 934036789 - bellezza-e-cosmesi/viso/dermatiti-e-arrossamenti,1,0.33,0,151,2,11.30,12.95
Farmainsieme,933946574,Tricovel shampoo prp plus 200 ml - 933946574 - bellezza-e-cosmesi/capeli/anticaduta,1,0.33,0,103,8,9.31,10.94
Farmainsieme,933784377,L'ERBOLARIO Ortensia fragranza legni profumati 125 ml - 933784377 - prodotti-per-la-casa,1,0.33,0,1,3,16.17,20.18
Farmainsieme,932720954,Rinoway sali isotonici - 932720954 - farmaci-da-banco/febbre/influenza-e-raffreddore,1,0.33,0,52,8,10.43,12.31
Farmainsieme,932702032,Hubner original silicea plus frutti di bosco 15 bustine da 15 ml - 932702032 - alimentazione/alimentazione/alimenti-per-celiaci,1,0.33,0,50,3,11.32,15.21
Farmainsieme,932077427,POLIDENT IMBATTIBILE ADESIVO PER PROTESI DENTARIA 40 G - 932077427 - igiene-e-salute/igiene-orale/creme-adesive-per-protesi-dentali,1,0.33,9,237,,4.58,4.90
Farmainsieme,931770820,Glucosyn 30 compresse - 931770820 - farmaci-da-banco/antinfiammatori-e-analgesici/circolazione,1,0.33,0,14,7,9.72,11.80
Farmainsieme,931054050,Puressentiel sos pidocchi spray preventivo 75 ml - 931054050 - bellezza-e-cosmesi/capeli/antipidocchi,1,0.33,3,70,3,5.37,6.90
Farmainsieme,930866088,Atos gola spray 15 ml - 930866088 - farmaci-da-banco/febbre/mal-di-gola,1,0.33,0,46,7,5.78,7.00
Farmainsieme,930720053,Prother sod 30buste 10 g - 930720053 - integratori/integratori-alimentari/vitamine-e-sali-minerali,1,0.33,0,1,,72.39,84.76
Farmainsieme,930537093,Farline latte solare spf50 200 ml - 930537093 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,1,0.33,0,1,4,10.14,12.68
