Pager usage is off.
Output format is csv.
sku,prod,stk,ss,val,pos,clk,cost30,vende_rete,prot_stock,categoria
944779230,VITI PANTENOLO VISO/CORPO 100G,0,63,6.51,5,1,0.28,t,f,HELD_rete_pos
981448968,EXOMEGA CONTROL GEL 2IN1 200ML,0,53,11.41,9,1,0.28,f,f,GROSSISTA_netto
981043351,ENERVIT C2 1 ISOCARB 650G,0,145,14.27,8,1,0.28,t,f,HELD_rete_pos
981475674,CERAVE ACNE PURIFYING FOAM GEL,3,858,10.63,8,1,0.28,t,f,HELD_basket
982815906,EPITACT QUERV'ACTIV DESTRO M,0,20,19.45,5,1,0.28,t,f,HELD_rete_pos
983718685,ACTASTIL IDROGEL OFTALMICO 5ML,0,50,14.55,7,1,0.28,t,f,HELD_rete_pos
982815918,EPITACT QUERV'ACTIV DESTRO S,0,7,21.78,5,1,0.28,t,f,HELD_rete_pos
987331764,ESI SAPONE MARSIGLIA ORIG500ML,0,160,5.98,9,1,0.28,t,f,HELD_rete_pos
986860548,ARKORELAX SOS STRESS 15ML,0,11,11.82,11,1,0.28,t,f,GROSSISTA_netto
988951644,PHYSIOMANCE LIPIDEOL3 60CPR,0,138,42.85,3,1,0.28,t,f,HELD_rete_pos
904736372,"PSICOPHYT REMEDY 3A 4TUB 1,2G",0,21,14.80,2,1,0.28,t,f,HELD_rete_pos
904185749,ARGILLA VERDE GEO PASTA 250ML,0,8,10.66,6,1,0.28,t,f,HELD_rete_pos
923514549,VULVOVAGI SPRAY 20ML,0,215,20.52,9,1,0.28,t,f,HELD_rete_pos
924305129,MAC10 60CPS,0,3,38.65,5,1,0.28,t,f,HELD_rete_pos
933514402,BIONEVRAL 30CPR,0,27,25.90,3,1,0.28,t,f,HELD_rete_pos
908924350,PERA CANNULA 8 275ML,0,38,5.50,5,1,0.28,f,f,GROSSISTA_netto
904303738,MAGIC PEELING GOLD GUANTO,0,100,31.14,5,1,0.28,t,f,HELD_rete_pos
921232447,PESCURA FLAT ORIG BYCAST SAB42,0,100,60.99,4,1,0.28,t,f,HELD_rete_pos
930244785,PESSARIO LATEX FREE DIAM 70MM,0,133,14.31,2,1,0.28,t,f,HELD_rete_pos
971739988,BIGNE DA FARCIRE 100G,0,15,4.15,2,1,0.28,f,f,GROSSISTA_netto
921456378,MELURA 14BUST,0,517,12.74,6,1,0.28,f,f,GROSSISTA_netto
921732222,NATRUX CREMA FLUIDA 200ML,0,21,38.68,7,1,0.28,f,f,GROSSISTA_netto
906561737,OLIO LINO 100ML,0,19,4.60,5,1,0.28,f,f,GROSSISTA_netto
913254658,TEGADERM CER+PAD 9X15CM 5PZ,0,66,10.38,3,1,0.28,f,f,GROSSISTA_netto
930213006,SKINDET OIL OLIO DETERGENTE,0,10,22.23,1,1,0.28,f,f,GROSSISTA_netto
925898708,SPLUS FAST 20BUST,0,30,17.35,2,1,0.28,f,f,GROSSISTA_netto
926888746,FORTINI SMOOTHIE MF FRUTTI RO,0,45,4.96,6,1,0.28,f,f,GROSSISTA_netto
915448789,E GAUGE26 LUNGHEZZA 13 MM CODICE COLORE MARRONE,3,100,3.16,3,1,0.28,f,f,MAGAZZINO_netto
927257752,KCMEGA3 80PERLE,0,127,39.30,6,1,0.28,f,f,GROSSISTA_netto
926647241,BOROX 50ML,0,25,9.40,2,1,0.28,t,f,HELD_rete_pos
927143370,ALTRICEREALI BISC AVENA/NOCC,0,58,4.63,2,1,0.28,f,f,GROSSISTA_netto
971260308,CLEARBLUE RILEVAZIONE PRECOCE,22,291,4.89,10,1,0.28,t,t,HELD_rete_pos
971272556,BARIEDERM CICA-LEVRES 15ML,0,1395,6.14,13,1,0.28,t,f,GROSSISTA_netto
971724455,VITABEN DK 15ML,0,115,16.43,4,1,0.28,t,f,HELD_rete_pos
935634030,LONGLIFE OPC COMPLEX 60CPS VEG,0,69,18.38,7,1,0.28,t,f,HELD_rete_pos
972254534,DEAFLOG COMPRESSE,0,78,15.83,2,1,0.28,f,f,GROSSISTA_netto
971325257,PEDIAKAPPA PLUS 5ML,0,328,15.87,5,1,0.28,f,f,GROSSISTA_netto
972353965,ALGIOMEGA 3 120PRL,3,14,17.37,1,1,0.28,f,f,HELD_basket
971636547,CORTIX 30CPR MASTIC,0,281,25.87,7,1,0.28,t,f,HELD_rete_pos
970929648,SALI DI ISCHIA BODYQUE CORAL V,0,165,4.18,4,1,0.28,t,f,HELD_basket
941962033,NEOVIDERM 30ML,0,114,8.78,4,1,0.28,t,f,HELD_rete_pos
976769226,NUTRIFREE LE BRIOCHE GTT 200G,0,42,4.87,1,1,0.28,f,f,GROSSISTA_netto
976906988,COLON REGULAR LIQ ANALCO 200ML,0,25,15.45,5,1,0.28,f,f,GROSSISTA_netto
942732583,VITIALGIN 1030MG 60PRL,0,14,13.96,6,1,0.28,f,f,GROSSISTA_netto
930889439,HYIODINE AC IALURONICO IOD 50G,0,50,91.42,3,1,0.28,f,f,GROSSISTA_netto
030330029,SODIO FOSFATO MV*SOLUZ RET 4FL,0,8,9.94,7,1,0.28,t,f,HELD_rete_pos
981399987,ORI DI SICILIA MIX ORO BRIOCHE,0,48,6.46,2,1,0.28,f,f,GROSSISTA_netto
983273780,AMIN 21K BAR CIOCCOLATO 20BAR,0,9,55.32,3,1,0.28,f,f,GROSSISTA_netto
979802093,SILVANA EMOTIONAL BAGNOD SOAVE,0,15,11.34,5,1,0.28,f,f,GROSSISTA_netto
984320073,RESTAX AREATA 30CPS,0,81,29.20,8,1,0.28,t,f,HELD_rete_pos
984513895,TROSPATA 500 20BUST,0,27,25.18,6,1,0.28,f,f,GROSSISTA_netto
979805405,LOVREN ACIDO IALURONICO BIOMOL,0,40,4.10,10,1,0.28,f,f,GROSSISTA_netto
983466792,NOVA LATTULOSIO 150ML,0,37,6.34,7,1,0.28,t,f,HELD_rete_pos
985495706,COBALIN 60CPS,0,100,27.89,7,1,0.28,t,f,HELD_rete_pos
984862312,PROBIOS BIO AVENA BOWL FRU BOS,0,64,5.04,3,1,0.28,f,f,GROSSISTA_netto
986065629,ORA DREN PLUS 40CPR,0,100,24.84,2,1,0.28,t,f,HELD_rete_pos
986112771,ORALADE SUPPORTO AVANZATO GI+,0,100,7.73,4,1,0.28,t,f,HELD_rete_pos
985501713,"SOS OCCHI 0,5% GEL OFTALMICO",0,27,12.20,4,1,0.28,f,f,GROSSISTA_netto
986478713,DIGEST EV ENZYME 30CPR,0,38,7.54,6,1,0.28,f,f,GROSSISTA_netto
945185724,SOLO TIRALATTE ELETTRICO SINGO,0,17,155.04,7,1,0.28,f,f,GROSSISTA_netto
987295639,MY SELF SKINCARE CREMA CORPO,0,104,21.02,4,1,0.28,f,f,GROSSISTA_netto
940324650,CHELARMET PLUS 150CPR,0,3,31.05,6,1,0.28,f,f,GROSSISTA_netto
986152217,ALOEMINERAL VISO 150ML,0,7,11.92,9,1,0.28,f,f,HELD_basket
988830814,AMINO ROSETTE 4X50G,7,100,4.71,9,1,0.28,f,t,MAGAZZINO_netto
987656737,PIC AGO IPODERMICO G22 1 1/4,4,90,8.08,2,1,0.28,f,f,MAGAZZINO_netto
981931761,KENFAY ESFOLIANTE VISO 75ML,0,40,3.38,5,1,0.28,f,f,GROSSISTA_netto
981951787,LADYGLORIA 18 COL PU/A MIE 3,0,15,23.90,4,1,0.28,f,f,GROSSISTA_netto
947430423,COLPLATIR 500 30CPR,0,100,22.02,4,1,0.28,t,f,HELD_rete_pos
988141343,DERMOVITAMINA CALM CR RICCA,0,78,12.54,9,1,0.28,f,f,GROSSISTA_netto
987715291,ARTENNUA 90CPS,0,170,49.65,4,1,0.28,t,f,HELD_rete_pos
979332879,FARMAPROST 30CPR,0,2,26.64,1,1,0.28,t,f,HELD_rete_pos
931938791,UROSYSTEM SAC GAMBA 35CM 30PZ,12,26,22.82,1,1,0.28,f,f,MAGAZZINO_netto
989397599,GUT SUPPORT DUO INTOLERAN60CPS,0,9,29.72,2,1,0.28,f,f,GROSSISTA_netto
950223040,ALOVEX AFTE E MUCOSITI 20BUST,3,123,11.34,8,1,0.28,f,f,MAGAZZINO_netto
950027449,BROMELINA COLLOIDALE PLUS100ML,0,14,20.42,5,1,0.28,f,f,GROSSISTA_netto
950613442,MYVARIATIONS SPAZZ ELET SON NE,3,3,58.64,1,1,0.28,f,f,MAGAZZINO_netto
989374246,SANIFLAM 30CPR,0,150,21.77,1,1,0.28,t,f,HELD_rete_pos
950024531,BIOSCALIN STRESS ANTICADUTA 7F,3,34,22.57,6,1,0.28,f,f,MAGAZZINO_netto
900217415,INV OREC IN017 CRYSTAL TITANIO,6,0,15.76,1,1,0.28,f,t,MAGAZZINO_netto
923746022,KAMILA AUTOR UP EASY 140D NE 3,4,0,16.46,1,1,0.28,f,f,MAGAZZINO_netto
925513931,DUALSAN CALZA A/TROMB C/TASS 3,3,0,31.04,1,1,0.28,f,f,MAGAZZINO_netto
942709989,RIVIGEN OLIGO SHAMPOO CAP GRAS,0,49,10.60,6,1,0.28,t,f,HELD_rete_pos
949970723,MASSIGEN PRONTA ENERG12BUS+TEL,8,0,7.65,3,1,0.28,t,t,HELD_rete_pos
970973475,IAP PHARMA 13 DONNA 150ML,5,0,12.38,1,1,0.28,f,t,MAGAZZINO_netto
975067758,IAP PHARMA 38 150ML,6,0,11.47,3,1,0.28,f,f,MAGAZZINO_netto
977346927,PROFAR COMPRESSE PULIZIA 56PZ,11,0,4.06,1,1,0.28,f,t,MAGAZZINO_netto
980144962,KORFF COMPLETE NIGHT R SIERO N,3,0,68.89,1,1,0.28,f,f,MAGAZZINO_netto
981389380,DERMON IDRATANTE CORPO 100ML,21,0,3.82,7,1,0.28,f,f,MAGAZZINO_netto
982529822,MAIOLICHE SAPONE ADRIATIC500ML,5,0,6.83,2,1,0.28,f,t,MAGAZZINO_netto
982391664,EKEEP H1 HALLUX VALGUS DIURNO3,4,3,18.16,3,1,0.28,f,f,MAGAZZINO_netto
983842055,"DENTOSAN COLLUT BIP0,12%+0,05%",22,7,5.94,2,1,0.28,f,f,MAGAZZINO_netto
986917781,MARGUTTA ORECCHINO IOLE,3,0,13.08,2,1,0.28,f,f,MAGAZZINO_netto
987655204,THOTALE CRIOGEL A/CEL,13,0,10.12,1,1,0.28,f,t,MAGAZZINO_netto
989606886,ANGSTROM LATTE SOL LE SPF15,9,27,11.51,5,1,0.28,f,f,MAGAZZINO_netto
975176684,PEALIP 20CPR,0,9,22.68,7,1,0.28,t,f,HELD_rete_pos
989319746,RESPECTA 10CPS,0,437,15.55,8,1,0.28,t,f,HELD_rete_pos
015598067,RINAADVANCE*SPRAY 10ML 1MG/ML,26,150,9.49,3,1,0.28,f,t,HELD_basket
950326975,BLUNORM FORTE 20CPR,0,115,24.61,9,1,0.28,f,f,HELD_basket
987296858,ANAPHASE REACTIVE SHAMPOO400ML,18,43,16.13,7,1,0.28,f,f,HELD_basket
980438497,CONCEIVE PLUS SUP FERT M 60CPS,0,19,17.48,1,1,0.28,f,f,GROSSISTA_netto
947280133,XENEDOL PEA 1200 20BUST,0,2,38.68,4,1,0.28,t,f,HELD_rete_pos
949375188,TROPHYGEL GHIMAS GEL VAG 9APPL,0,143,19.32,8,1,0.28,t,f,HELD_basket
988899860,VEBIX DEO PERF CR 7G PROF 30ML,0,3,5.88,2,1,0.28,f,f,GROSSISTA_netto
912827108,DR RUSS BITE ANTIRUSSAMENTO 1P,0,7,66.20,8,1,0.28,f,f,GROSSISTA_netto
935585758,PROFAR CER IDR VESCICHE ASSORT,4,0,4.39,1,1,0.28,f,f,MAGAZZINO_netto
980345209,ALOE PIU SUCCO PURO 10STICK,0,20,10.58,4,1,0.28,f,f,HELD_basket
902373846,UNGUENTO SUPERABBR CAR/MAL/ALO,0,7,20.14,6,1,0.28,f,f,GROSSISTA_netto
900414588,INV OREC IN120 FIORE CRY/ROSA,7,0,17.38,2,1,0.28,f,f,MAGAZZINO_netto
980497059,IAP PHARMA 47,5,0,11.64,3,1,0.28,f,f,MAGAZZINO_netto
979055338,ONCOS DETERGENTE VISO 100ML,0,9,18.60,6,1,0.28,f,f,GROSSISTA_netto
944629841,DIMA COMPLEX 60CPR,0,3,30.84,1,1,0.28,t,f,HELD_rete_pos
934836673,MICRAVEN AP 30CPR GASTRORESIST,0,9,24.20,6,1,0.28,f,f,GROSSISTA_netto
931938967,"PROFAR ARGOXYN ARGENT ION 2,5%",7,0,7.11,1,1,0.28,f,t,MAGAZZINO_netto
973257494,VITAVEN 60CPS 550MG,0,1,21.00,2,1,0.28,f,f,GROSSISTA_netto
020582300,FLUIMUCIL*NEBUL 20F 300MG/3ML,1,100,19.26,10,1,0.28,t,f,HELD_rete_pos
940275035,NEOVADIOL LONGEVITY REV CR RIC,3,0,50.62,8,1,0.28,f,f,MAGAZZINO_netto
951306240,PSIPROTO FERT 30BUST,0,167,63.48,4,1,0.28,f,f,GROSSISTA_netto
950211680,KEYLIFE KPRO BAR BANANA SPL45G,20,0,3.10,2,1,0.28,f,t,MAGAZZINO_netto
951381476,CERAVE PROTEZIONE SOL50+ 177ML,107,95,12.76,8,1,0.28,t,f,HELD_rete_pos
950425708,PIC GOCCE OCULARI OCCHIO STANC,4,45,5.66,3,1,0.28,f,f,MAGAZZINO_netto
940065891,OMEGA 3 240PRL PROMO,4,0,42.82,2,1,0.28,f,f,HELD_basket
952099164,VITICIST URTO 10BUST+INT OMAGG,8,0,10.75,1,1,0.28,f,t,MAGAZZINO_netto
951318942,LFP SOL SPRAY CORPO 50 200ML,14,0,15.20,1,1,0.28,f,t,MAGAZZINO_netto
951318967,LFP SOL SPRAY INVISIBILE SPF50,13,0,18.71,1,1,0.28,f,t,MAGAZZINO_netto
990152668,CLEARBLUE TEST GRAVIDANZA 2PZ,9,14,8.58,3,1,0.28,f,t,MAGAZZINO_netto
950407460,MOONILA BRACCIALE ORO ORIONE,3,0,13.48,1,1,0.28,f,f,MAGAZZINO_netto
950304511,PAPERMINTS 60 COOL CAPS,20,0,5.62,2,1,0.28,f,t,MAGAZZINO_netto
988775829,BAKEL JALU-3D INSTANT FILLING,1,0,75.00,,1,0.28,f,f,HELD_basket
950831750,ORALB PRO-SENSITIVE ADVANCE,12,58,3.47,4,1,0.28,f,t,MAGAZZINO_netto
986079578,PANTASLIM COLLANT TRATT KIT 4P,0,12,45.12,1,1,0.28,t,f,HELD_rete_pos
975453869,BIOREPAIR COLLUTORIO PROT GENG,0,652,4.84,12,1,0.28,t,f,HELD_basket
950075782,FEMAL INCOCONTROL 30CPS,0,248,32.23,6,1,0.28,t,f,HELD_rete_pos
021335043,VENOLEN*CREMA 40G 2%,0,90,10.71,2,1,0.28,t,f,HELD_rete_pos
901559649,ARGILLA POLV 1KG,0,24,4.63,5,1,0.28,f,f,GROSSISTA_netto
904862998,BENDA MOLLELAST HAFT10X2000,0,6,11.18,6,1,0.28,f,f,GROSSISTA_netto
908019944,MESOFLEX FORTE 120TAV,0,25,81.53,6,1,0.28,t,f,HELD_rete_pos
934408624,BIOMINERAL ONE LACTO PLUS30CPR,16,298,13.85,6,1,0.28,t,f,HELD_rete_pos
926978204,BRAUN HYGIENE CAPS THERMOSCAN,0,310,5.83,7,1,0.28,t,f,HELD_rete_pos
923509614,CARIEX SPRAY DENTALE 50ML,0,178,12.08,6,1,0.28,f,f,GROSSISTA_netto
035450016,DICLOREUM ACTIGEL*GEL 50G 1%,0,100,5.58,3,1,0.28,t,f,HELD_rete_pos
908306323,DILATAN CREMA VEGETALE 50ML,0,216,11.49,6,1,0.28,f,f,GROSSISTA_netto
909469138,"ENGYSTOL N 10Fl.1,1ml",0,8,27.15,4,1,0.28,f,f,GROSSISTA_netto
981928866,LEGART POWER 60CPR,0,75,37.62,8,1,0.28,f,f,GROSSISTA_netto
978861615,U-LIFE 30 CREMA 50ML,0,66,12.48,5,1,0.28,f,f,GROSSISTA_netto
931596492,UROPED 10BUST,0,292,19.10,5,1,0.28,t,f,HELD_rete_pos
949659282,VISUCONDRIO 30CPR,0,227,23.67,8,1,0.28,t,f,HELD_rete_pos
941693715,VITACALM ANSISTOP 60CPR,0,447,13.72,8,1,0.28,t,f,HELD_basket
989234354,VITIS GENGIVE SANE COLLUT500ML,3,360,6.15,1,1,0.28,t,f,HELD_rete_pos
975761521,BORO OLIMENTOVIS 200ML,0,39,13.32,6,1,0.28,f,f,GROSSISTA_netto
923550418,BRAUN PRT1000 TERMOMETRO DIGIT,23,33,6.08,5,1,0.28,f,t,MAGAZZINO_netto
989243389,KEYLIFE KTRENETTE 100G,4,0,3.40,2,1,0.28,f,f,MAGAZZINO_netto
904180623,DAUMFIX GUANTINO PROT S,0,5,7.13,1,1,0.28,f,f,GROSSISTA_netto
907240788,KERATOSE FORTE 20CPS,0,294,18.81,7,1,0.28,t,f,HELD_rete_pos
904425244,BIOCEPHAL 30CPS,0,39,9.71,6,1,0.28,t,f,HELD_rete_pos
035598022,ECOCILLIN*6CPS VAG MOLLI,0,29,14.22,1,1,0.28,f,f,HELD_basket
912284445,GHIACCIO PIC ICE SPRAY 150ML,0,100,4.98,14,1,0.28,t,f,GROSSISTA_netto
909923928,CONTENITORE UR 24H 50089,0,245,4.11,8,1,0.28,f,f,GROSSISTA_netto
909065664,M-AID ROLLFLEX CEROTTO 10X15,0,15,15.39,1,1,0.28,f,f,GROSSISTA_netto
913903555,SEBIUM PORE REFINER 30ML,0,234,14.22,1,1,0.28,t,f,HELD_rete_pos
921200921,REV IDRAX ANALLERGIC 500ML,0,323,18.17,4,1,0.28,t,f,HELD_rete_pos
930861570,V2 CREMA ANTIRUGHE 50ML,0,15,41.62,5,1,0.28,f,f,GROSSISTA_netto
931035568,DETSKIN UREA30 CREMA TRATT,0,16,21.18,4,1,0.28,f,f,GROSSISTA_netto
931035570,SKINSAN UREA30 CREMA TRATT,0,6,21.11,2,1,0.28,f,f,GROSSISTA_netto
931645485,VERSIACTIVE SPRAY100ML BRADERM,0,428,18.35,5,1,0.28,t,f,HELD_rete_pos
921222612,REV IDRAX BOTU' 50ML,0,109,36.23,6,1,0.28,t,f,HELD_rete_pos
922327109,VASOX CREMA 200ML,0,133,18.78,5,1,0.28,t,f,HELD_rete_pos
923757278,KEPRAXIN TIAB POLV SPRAY 125ML,0,80,15.74,4,1,0.28,t,f,HELD_rete_pos
932719267,OMEPURE 1000 TG 90PRL,0,49,25.76,3,1,0.28,t,f,HELD_rete_pos
902905571,OFF LOZIONE 100ML,0,100,5.48,4,1,0.28,t,f,HELD_rete_pos
026729032,MINOXIMEN*SOLUZ FL 60ML 5%,0,40,33.50,5,1,0.28,t,f,HELD_rete_pos
939224806,NEW ASPIRET RESTYLESHED 1L,0,41,104.37,6,1,0.28,t,f,HELD_rete_pos
907084988,IT-IS 80CPR,0,32,21.31,4,1,0.28,t,f,HELD_rete_pos
906954110,FILTRO ANTIBATT ASPIRSET/ASKIR,0,32,7.68,4,1,0.28,t,f,HELD_rete_pos
910555592,APAXIL CREMA OPACIZZANTE VISO,0,427,17.05,3,1,0.28,t,f,HELD_rete_pos
989813516,CERAVE INTENSIVE MOIS LOT236ML,5,103,11.24,4,1,0.28,f,f,MAGAZZINO_netto
909812669,DENTIFRICIO ALLA MENTA 75ML,0,176,5.81,8,1,0.28,f,f,GROSSISTA_netto
923395026,VISAVEN CRIOGEL 100ML,0,108,16.05,5,1,0.28,f,f,GROSSISTA_netto
921232435,PESCURA FLAT ORIG BYCAST SAB41,0,64,59.41,6,1,0.28,t,f,HELD_rete_pos
974967681,ACIRONIC FORTE 20CPR FAST-SLOW,0,262,34.92,6,1,0.28,f,f,GROSSISTA_netto
981362407,PIACERI MEDIT TORTELLINI PROSC,0,142,4.74,8,1,0.28,f,f,GROSSISTA_netto
985976226,SAUBER DRENANTE ANTICELL 500ML,24,0,13.85,1,1,0.28,f,t,HELD_basket
041239195,ZERINOL GOLA LIMO*18PAST 20MG,3,3,5.22,1,1,0.28,f,f,MAGAZZINO_netto
951064563,CERAVE PATCHES CONTROLLO IMPER,6,325,8.08,9,1,0.28,t,f,HELD_rete_pos
982476184,BETAINA CLORIDRATO-T PL180PAST,0,7,20.20,5,1,0.28,f,f,GROSSISTA_netto
986873305,ABBRONZATURA SANA 80PAST RM,0,5,22.51,8,1,0.28,t,f,HELD_rete_pos
978508568,ABROMASE 12BUST,0,6,14.59,3,1,0.28,f,f,HELD_basket
932713605,ACIDO IALURONICO CONT OCCHI,0,35,29.64,6,1,0.28,f,f,GROSSISTA_netto
912125022,NASIR SOL FISIOL RIC 10SAC,0,21,21.34,7,1,0.28,f,f,GROSSISTA_netto
983513464,ALORESET GOCCE OCUL 10ML OSD,0,152,16.49,10,1,0.28,t,f,HELD_rete_pos
023475080,ACETAMOL*BB 10SUPP 250MG,6,23,2.79,1,1,0.28,f,t,MAGAZZINO_netto
939032823,ACNEBIO MOUSSE 150ML,0,178,17.41,7,1,0.28,t,f,HELD_rete_pos
030649267,ACQUA PI SALF*5F 5ML,0,189,4.23,2,1,0.28,f,f,GROSSISTA_netto
971671464,EFFACLAR ACQUA MICELL P G400ML,4,2,13.80,1,1,0.28,t,f,HELD_rete_pos
984499261,ACTIVE PET ARTICOLAZIONI 60CPR,0,70,12.73,4,1,0.28,f,f,GROSSISTA_netto
980774867,AEDEM 30STICK 15ML,0,221,21.07,5,1,0.28,t,f,HELD_rete_pos
909468112,AESCULUS COMP 30ML GTT HEEL,0,20,15.25,3,1,0.28,f,f,GROSSISTA_netto
922918786,AGEFLUS 30CPR,0,127,16.74,2,1,0.28,f,f,GROSSISTA_netto
933064471,AGO PENNA G31 5MM 100PZ,0,36,15.81,1,1,0.28,f,f,GROSSISTA_netto
983681584,AKUEL NATURAL+ EXTRALUBR 8PZ,0,44,5.12,5,1,0.28,t,f,HELD_rete_pos
904103304,ALFACTIV 30CPR,0,67,20.17,6,1,0.28,f,f,GROSSISTA_netto
974011987,ALOCROSS GOCCE OCULARI 8ML,0,216,16.98,8,1,0.28,t,f,HELD_rete_pos
975597295,ESI ALOE VERA SUCCO+FT MIR 24P,0,51,11.37,5,1,0.28,t,f,HELD_rete_pos
925329361,ALOEVERA2 ALOE OIL,0,18,7.95,7,1,0.28,f,f,GROSSISTA_netto
927123481,AMINOGAM COLLUTORIO 200ML,0,204,14.10,3,1,0.28,f,f,GROSSISTA_netto
924847231,AMINOGAM SPRAY 15ML,0,147,14.05,4,1,0.28,f,f,GROSSISTA_netto
900922372,ANGIOTON PLUS RETARD 30CPR,0,611,23.35,10,1,0.28,t,f,HELD_rete_pos
981265061,ANSIA ACT 21CPS MOLLI,0,224,5.88,7,1,0.28,t,f,HELD_basket
987369345,ANSIOTEN BIOTIC 30CPS,0,274,18.62,5,1,0.28,f,f,GROSSISTA_netto
971373182,ANSIOTEN OROSOLUBILE 30CPR,0,934,15.21,5,1,0.28,t,f,HELD_rete_pos
901539294,DEODORANTE AQUASALVIA 100ML,0,2,12.31,4,1,0.28,f,f,GROSSISTA_netto
988153161,AQUAVIS AKTOREPAIR GEL 75ML,0,80,27.10,9,1,0.28,t,f,HELD_rete_pos
933061881,ARGA' CC CREAM MEDIO SCURA,0,25,16.77,2,1,0.28,f,f,GROSSISTA_netto
901558876,ARGILTUBO 250ML,0,117,8.05,7,1,0.28,t,f,HELD_rete_pos
909814194,INTIMO VEGETALE 250ML,0,248,7.48,5,1,0.28,t,f,HELD_rete_pos
947236838,ARNICA GEL FORTE 30% 100ML,12,823,6.14,6,1,0.28,t,t,HELD_rete_pos
976340339,ARNICA GEL 90% 250ML,0,1392,16.31,4,1,0.28,f,f,GROSSISTA_netto
971664560,ARTELAC COMPLETE 10UNITA',0,40,11.03,6,1,0.28,f,f,GROSSISTA_netto
947236865,ARTIGLIO DEL DIAVOLO CREMA,12,321,6.18,4,1,0.28,f,t,MAGAZZINO_netto
941079030,ARTIKRILL DOL CANE 30PRL,0,188,14.59,6,1,0.28,t,f,HELD_rete_pos
984561908,ASCIUGACAPELLI TRAVEL PIEGHEV,0,105,12.64,3,1,0.28,f,f,GROSSISTA_netto
976396996,AVEENO PN CREMA IDRAT CRP200ML,15,32,6.49,7,1,0.28,f,f,HELD_basket
984505002,AVENE CICALFATE+ TRATT IDRAT,0,573,11.10,12,1,0.28,f,f,HELD_basket
989048970,AVENE CLEANANCE COMEDOMED PEEL,3,154,18.35,6,1,0.28,f,f,MAGAZZINO_netto
989332895,AVENE SOL FLUIDO A/ETA' SPF50,3,268,13.78,6,1,0.28,f,f,HELD_basket
989931845,B-VITAL TOTALE 500 30STICKPACK,0,135,15.18,3,1,0.28,t,f,HELD_rete_pos
987032885,BALSAMO SIFCAMINA NEO CORPO,0,100,7.77,2,1,0.28,t,f,HELD_rete_pos
903340863,BAYGON SCARAFAGGI/FORMICHE PLU,0,25,6.89,6,1,0.28,f,f,GROSSISTA_netto
900095528,BENEX POMATA 100ML,0,37,13.21,6,1,0.28,t,f,HELD_rete_pos
935771055,BERBERED PLUS 60CPR,0,23,27.90,4,1,0.28,f,f,GROSSISTA_netto
987300252,BI FORTE 30CPS,0,5,10.38,7,1,0.28,t,f,HELD_rete_pos
978588919,EXTRACT NERVUM 50ML,0,44,8.66,4,1,0.28,t,f,HELD_rete_pos
944725922,BIOGEL 100 10FL,0,51,16.38,3,1,0.28,f,f,GROSSISTA_netto
905123042,BIOGREEN OTO SPRAY SOL OTO13ML,0,403,14.46,4,1,0.28,t,f,HELD_rete_pos
944178300,BIOKAP MIGLIO D FORTE 60CPR NE,0,235,19.68,7,1,0.28,t,f,HELD_rete_pos
906588658,BIOKCIT 30BUST,0,92,15.14,4,1,0.28,f,f,GROSSISTA_netto
940883352,BIOLIFTAN GEL MASK 50ML,0,100,26.11,7,1,0.28,t,f,HELD_rete_pos
900718608,BIOMINERAL UNGHIE 30CPS,0,402,12.48,8,1,0.28,t,f,HELD_basket
982146704,BIOSCALIN NOVA GENINA 30BUS CP,0,58,21.76,3,1,0.28,f,f,HELD_basket
934408687,BIOTHYMUS AC ACT U SH ENERG,0,223,9.50,11,1,0.28,f,f,HELD_basket
947455958,BIOVIT 3 MULTI GOCCE 30ML,0,296,11.67,5,1,0.28,f,f,GROSSISTA_netto
021004027,BISOLVON*20CPR 8MG,3,266,9.45,7,1,0.28,t,f,HELD_basket
927146047,BLUVENE 500 30CPR,0,116,13.39,5,1,0.28,t,f,HELD_rete_pos
974157467,BOSWELLIA 60CPS,0,56,18.56,6,1,0.28,f,f,GROSSISTA_netto
932210988,BRAVA PASTA STOMIA S/ALCOL 60G,0,104,8.65,4,1,0.28,f,f,GROSSISTA_netto
902497142,CLOROFILLA 30CPR MASTICABILI,0,49,6.46,6,1,0.28,f,f,GROSSISTA_netto
974044099,BROMELINA Q MONDO NATURA 30CPR,0,168,17.98,5,1,0.28,t,f,HELD_rete_pos
979373976,BRONCHENOLO TOSSE DOPP AZ 10B,0,314,7.21,12,1,0.28,f,f,GROSSISTA_netto
987670888,BRUCIA FAST UOMO 120PAST,0,28,14.95,9,1,0.28,f,f,GROSSISTA_netto
972554505,BRUCIA FAST DONNA 90PAST,0,41,14.68,7,1,0.28,f,f,GROSSISTA_netto
932252632,BUONAVIT D3F 12ML,0,94,15.26,5,1,0.28,t,f,HELD_rete_pos
926643053,BURRO DI KARITE 50ML,0,14,9.55,7,1,0.28,f,f,HELD_basket
981273257,BUTYROSE FAST 10STICK,0,94,8.97,3,1,0.28,t,f,HELD_rete_pos
942607639,CALCOLFREE 30BUST,0,37,21.96,7,1,0.28,f,f,GROSSISTA_netto
930160508,CALCOREL 20CPR,0,223,11.96,7,1,0.28,t,f,HELD_rete_pos
978867974,BABY CREMA PROTETTIVA CAL 75ML,0,606,7.41,9,1,0.28,t,f,HELD_rete_pos
