tenant,minsan,prodotto,n_click,costo_click,erp_stock,supplier_stock,pos
Farmacia Mandanici,912513571,LOPROFIN LOOPS CEREALI 375G,1,0.33,0,0,
Farmacia Mandanici,912619487,PROTOCOL 10G 30FL 25ML,1,0.33,0,840,2
Farmacia Mandanici,912805239,LAMINAFIX CREMA INDURENTE UN,1,0.33,0,133,3
Farmacia Mandanici,912831094,RELAX UNI CCL1 AP NAT M,1,0.33,0,7,5
Farmacia Mandanici,912984174,BLANX MED DENTI BIANCHI 100ML,1,0.33,4,0,1
Farmacia Mandanici,913177224,AIR BAG BACK STRAP NUB CUO 37,1,0.33,0,1,3
Farmacia Mandanici,913177275,AIR BAG BACK STRAP NUB CUO 42,1,0.33,0,1,1
Farmacia Mandanici,913226015,SCHOLL CR TAL ACTIVE REPAIR K+,1,0.33,1,257,4
Farmacia Mandanici,913231611,PHLORETIN CF SERUM 30ML,1,0.33,0,27,11
Farmacia Mandanici,913498349,R&R RISO DELIZIA MIR/GR S6X33G,1,0.33,0,0,
Farmacia Mandanici,913538714,SIG THR AD SS PA WHIT,1,0.33,0,3,1
Farmacia Mandanici,913664544,NERVIS 80PAST,1,0.33,0,9,3
Farmacia Mandanici,913838862,CARDIOQTEN 20CPR,1,0.33,0,75,3
Farmacia Mandanici,913861706,LIFTACTIV FLEXITEINT 45 30ML,1,0.33,0,61,9
Farmacia Mandanici,913933851,MONTEFIORE BISCOTTO 800G,1,0.33,84,0,1
Farmacia Mandanici,920015599,KERATOSANE 30 CREME 75ML,1,0.33,0,34,9
Farmacia Mandanici,920304678,DETPLUS SOLUZIONE DETERGENT250,1,0.33,1,209,4
Farmacia Mandanici,920368723,ONETOUCH VERIO GLICEMIA 25STR,1,0.33,2,1730,3
Farmacia Mandanici,920368747,ONETOUCH VERIO CONTROL SOL 2PZ,1,0.33,0,8,1
Farmacia Mandanici,920373735,NUTRIFREE MIX PANE 1000G,1,0.33,0,100,5
Farmacia Mandanici,920586803,RESOURCE HP/HC VANIGLIA4X200ML,1,0.33,0,37,9
Farmacia Mandanici,920590736,TIOMOUSSE SCHIUMA 75ML,1,0.33,1,254,3
Farmacia Mandanici,920884931,POLSIERA SEMPLICE POLFIT 21 L,1,0.33,0,0,
Farmacia Mandanici,920966241,NUTILIS POWDER ADDENSANTE 300G,1,0.33,1,1689,6
Farmacia Mandanici,921189243,OXILIFE 30CPS,1,0.33,0,21,2
Farmacia Mandanici,921189344,HOLLI SACCA L RUB A/REF130CM30,1,0.33,0,14,1
Farmacia Mandanici,921200919,REV EFFACE KIT 30ML+5FL,1,0.33,0,22,3
Farmacia Mandanici,921232447,PESCURA FLAT ORIG BYCAST SAB42,1,0.33,0,100,1
Farmacia Mandanici,921232450,PESCURA FLAT ORIG BYCAST SAB43,1,0.33,0,61,1
Farmacia Mandanici,921232649,PESCURA HEEL ORIG BYCAST SAB37,1,0.33,0,32,2
Farmacia Mandanici,921232688,PESCURA HEEL ORIG BYCAST SAB41,1,0.33,0,4,1
Farmacia Mandanici,921383295,TIODET-ZNP DETERGENTE 200ML,1,0.33,0,626,2
Farmacia Mandanici,921391948,DAMIANA & MUIRA PUAMA 100PAST,1,0.33,0,36,1
Farmacia Mandanici,921534184,LYSI OMEGA 3 FORTE 60CPS,1,0.33,0,83,1
Farmacia Mandanici,921668455,CISTYSOL COMPLEX 15+15BUST,1,0.33,1,123,10
Farmacia Mandanici,921739722,SHEER&S GAMB 2805SF NATURAL 1,1,0.33,0,1,3
Farmacia Mandanici,921814683,OTOPROF SOL AURICOLARE 100ML,1,0.33,0,30,4
Farmacia Mandanici,921830511,OMEGA 3-6 32CPS,1,0.33,1,116,10
Farmacia Mandanici,921897118,TISANA LAXATTIVA 30G,1,0.33,0,48,4
Farmacia Mandanici,922017811,CONDRONIL COMPLEX 30BUST,1,0.33,1,147,9
Farmacia Mandanici,922017874,CONFORM2 SACCA L&R MAXI OP 55M,1,0.33,0,4,1
Farmacia Mandanici,922121393,"MEDIPRESTERIL MED POSTOP 7,5X5",1,0.33,0,66,7
Farmacia Mandanici,922317716,EUROSORB MEDIC ALGIN 5X5CM 10P,1,0.33,0,18,1
Farmacia Mandanici,922365907,RITMOLAX TISANA BIO 20BUST,1,0.33,0,72,7
Farmacia Mandanici,922373840,GINSENG 50CPS VEG,1,0.33,0,0,
Farmacia Mandanici,922378183,CRIOVEN GEL 120ML,1,0.33,0,138,5
Farmacia Mandanici,922381417,SIG CO2 AD SN PA NATU,1,0.33,0,1,2
Farmacia Mandanici,922382775,SIG CO2 AT + SN PA NATU,1,0.33,0,1,1
Farmacia Mandanici,922387271,SIG CO1 AD + SN PA NATU,1,0.33,0,2,1
Farmacia Mandanici,922399821,CH GIOCO AQUARIUM SPINNER,1,0.33,0,0,
Farmacia Mandanici,922472651,TAPPI AURICOLARI 3M EAR A/RUMO,1,0.33,0,100,1
Farmacia Mandanici,922473665,EU STRESS 75CPS,1,0.33,0,31,7
Farmacia Mandanici,922859943,"AQUACEL FOAM ADH 12,5X12,5 10P",1,0.33,0,16,10
Farmacia Mandanici,922879010,NUTRIMAX 150CPS,1,0.33,0,26,1
Farmacia Mandanici,922982653,RESVEGA 60CPS,1,0.33,0,228,6
Farmacia Mandanici,923007330,MEDI KL2 ELEG/AUT BEI CO 2 290,1,0.33,0,2,1
Farmacia Mandanici,923130278,PH-SANO 360G POLVERE,1,0.33,0,5,1
Farmacia Mandanici,923210482,ACNEFFE 30CPR,1,0.33,0,225,9
Farmacia Mandanici,923211674,B-APPORT PLUS FLUIDO 200ML,1,0.33,0,22,7
Farmacia Mandanici,923396459,NUTRITIC VASO 50ML,1,0.33,0,194,9
Farmacia Mandanici,923399721,MODASANA 70 AT PLAYA 3,1,0.33,0,2,1
Farmacia Mandanici,923400182,MODASANA 70 AGH NERO 3,1,0.33,0,2,1
Farmacia Mandanici,923400283,MODASANA 70 AGH PLAYA 3,1,0.33,0,5,1
Farmacia Mandanici,923401499,MODASANA 14 COT AD ANT S,1,0.33,0,1,2
Farmacia Mandanici,923589004,REISHI MICOTHERAPY 90CPS,1,0.33,0,80,6
Farmacia Mandanici,923765325,ENERVIT SPORT DRINK ARA 500ML,1,0.33,0,29,5
Farmacia Mandanici,923789770,TS9 INCENSO 20ML,1,0.33,0,1,1
Farmacia Mandanici,924217286,RESCUE REMEDY 50ML,1,0.33,0,98,1
Farmacia Mandanici,924274083,REDERMIC RETINOL OCCHI 15ML,1,0.33,0,183,8
Farmacia Mandanici,924286103,PROTEIN UP BARATTOLO 400G,1,0.33,0,12,1
Farmacia Mandanici,924524150,BISCOTTI AVENA CANN BIO SWEET,1,0.33,0,8,1
Farmacia Mandanici,924546221,CARPINO BI 500ML ANALCO GEM10+,1,0.33,0,12,1
Farmacia Mandanici,924687609,SYNGUT 30BUST,1,0.33,0,5,1
Farmacia Mandanici,924721917,AQUACEL AG FOAM ADES 8X8 10PZ,1,0.33,0,20,1
Farmacia Mandanici,924741162,CH TETT STEPUP NEW 4M+ REG,1,0.33,0,2,8
Farmacia Mandanici,924751858,STELLINE FARRO BABY FOOD BIO,1,0.33,7,6,1
Farmacia Mandanici,924824244,DUOMEGA CANI GRANDI 30CPS,1,0.33,0,573,8
Farmacia Mandanici,924876838,NUXE SUN OLIO SOL VI/CRP SPF10,1,0.33,0,0,
Farmacia Mandanici,924881954,TORNA IN FORMA KALORY STOP,1,0.33,0,13,2
Farmacia Mandanici,924916442,"EMOFORM PLAKOUT ACT0,12% DENTI",1,0.33,1,146,4
Farmacia Mandanici,924924830,ARIFER PLUS 30CPS,1,0.33,0,28,5
Farmacia Mandanici,924931660,SENSURA MIO CL S1 MX15-45 30,1,0.33,0,1,1
Farmacia Mandanici,924961372,FREESTYLE OPTIUM TEST STRIPS50,1,0.33,0,120,3
Farmacia Mandanici,924994294,ECOPHANE SHAMPOO DELICATO500ML,1,0.33,0,34,4
Farmacia Mandanici,925012736,STERILCOL GTT OS SOSP GASTR20M,1,0.33,4,234,3
Farmacia Mandanici,925336416,AQUACEL AG+ EXTRA 5X5CM 10PZ,1,0.33,0,438,5
Farmacia Mandanici,925336428,AQUACEL AG+ EXTRA 10X10CM 10P,1,0.33,0,360,6
Farmacia Mandanici,925368805,REHA 24 AREG MAX M LUNGO,1,0.33,0,2,1
Farmacia Mandanici,925369136,THROMBOSIS 18 ISP GAMB XXLC,1,0.33,0,6,1
Farmacia Mandanici,925383224,PHYSIOMANCE ALCALIANCE+ 30BUST,1,0.33,0,113,3
Farmacia Mandanici,925391308,FLEBOMIX 1000MG 30CPR,1,0.33,0,149,4
Farmacia Mandanici,925492264,RAIHUENFERMENTI 20F MONODOSE,1,0.33,0,4,6
Farmacia Mandanici,925500959,DIVERCOL 14BUST,1,0.33,1,829,9
Farmacia Mandanici,925504767,MELATONINA COMPLEX 1MG 90CPR,1,0.33,0,1085,5
Farmacia Mandanici,925533150,KELLAN CREMA IPOMELANOSI 50ML,1,0.33,0,48,3
Farmacia Mandanici,925607184,FLOGOSPIR 20CPR,1,0.33,0,514,3
Farmacia Mandanici,925700890,HYPERMIX CREMA/GEL 30ML,1,0.33,0,204,4
Farmacia Mandanici,925702906,PURES MISCELA SONNI 30ML,1,0.33,0,1,7
Farmacia Mandanici,925757698,ESI RIGENFORTE 30NATURCAPS RET,1,0.33,0,158,2
Farmacia Mandanici,925774554,GALLETTE BIO DI MAIS 120G,1,0.33,0,100,5
Farmacia Mandanici,925856623,PINZETTA PELI SOTTOCUTANEI,1,0.33,0,0,
Farmacia Mandanici,925870180,TENA LADY SUPER 15PZ,1,0.33,3,100,9
Farmacia Mandanici,925875712,ESI LE DIECI ERBE+FORTE100OVAL,1,0.33,1,100,11
Farmacia Mandanici,925931002,MEDI KL1 PLUS/GAMBAL CO 2 102,1,0.33,0,4,3
Farmacia Mandanici,925932550,MEDI KL2 PLUS/AUTOREG LU 5 200,1,0.33,0,2,1
Farmacia Mandanici,925943565,VIRAFER NEO 200ML,1,0.33,0,21,1
Farmacia Mandanici,926058658,KRIOIL 30CPS,1,0.33,0,47,1
Farmacia Mandanici,926080348,"CLOREXISAN 0,2% 150ML",1,0.33,0,32,6
Farmacia Mandanici,926084880,MICOCORD 70CPS,1,0.33,0,34,1
Farmacia Mandanici,926196066,ESOGEL 20BUST,1,0.33,1,133,10
Farmacia Mandanici,926231743,BIOKERATIN ACH8 ELIXIR SERUM P,1,0.33,0,14,7
Farmacia Mandanici,926236744,ECUVIX 10FL 10ML,1,0.33,0,256,2
Farmacia Mandanici,926239195,RESTOMYL DENTALCROC 150G,1,0.33,0,61,4
Farmacia Mandanici,926252139,MANOPOLA IMPERM NON SAP 100PZ,1,0.33,0,4,4
Farmacia Mandanici,926255023,BB NAIL BASE PER UNGHIE 10ML,1,0.33,0,1,2
Farmacia Mandanici,926260845,MEDI 18 COLL-GES NER 5 3050P,1,0.33,0,3,3
Farmacia Mandanici,926404106,GIBAUD JUNIOR TUTORE SPALLA 1,1,0.33,0,7,2
Farmacia Mandanici,926420973,POLICALM CREMA 150ML CE,1,0.33,1,120,10
Farmacia Mandanici,926460763,ELLEN 30CPR,1,0.33,0,100,3
Farmacia Mandanici,926461839,MTS10 GANODERMA GTT 20ML,1,0.33,0,61,3
Farmacia Mandanici,926491251,EUTYLIA MAMMA 30CPS MOLLI,1,0.33,3,248,2
Farmacia Mandanici,926498849,UROGYN 25CPR,1,0.33,0,136,4
Farmacia Mandanici,926522689,CER PIC AQUABLOC 10X6 5PZ,1,0.33,6,262,1
Farmacia Mandanici,926562719,PROSTAMOL 30CPS MOLLI,1,0.33,8,3312,4
Farmacia Mandanici,926563420,NAMAS LOZIONE TRICOLOGICA 60ML,1,0.33,1,343,7
Farmacia Mandanici,926564865,DR BRUX BITE NOTTE SUP TRASP,1,0.33,2,158,
Farmacia Mandanici,926571997,TENA SLIP SUPER PANN S 30PZ,1,0.33,0,61,2
Farmacia Mandanici,926636527,CRIOVEN 500 16BUST,1,0.33,0,198,8
Farmacia Mandanici,926671785,PENTAVEN FAST 500 20CPR,1,0.33,0,100,5
Farmacia Mandanici,926737697,CEBION EFF VIT C ARANCIA 10CPR,1,0.33,73,100,9
Farmacia Mandanici,926744107,ALOE-SY GUSTO FRUTTA 1000ML,1,0.33,0,143,3
Farmacia Mandanici,926831153,HELIONORM ORAL 30CPR,1,0.33,0,370,8
Farmacia Mandanici,926876766,FLEBOMIX CREMA GEL 100ML,1,0.33,0,27,5
Farmacia Mandanici,926957275,ESI MELATONIN PURA RET90TAV OF,1,0.33,4,0,2
Farmacia Mandanici,927053886,CONFORM2 SACCA URO V2 TR 55MM,1,0.33,0,1,1
Farmacia Mandanici,927118087,NEUROKEN 36CPS,1,0.33,0,117,7
Farmacia Mandanici,927123885,TEPE EASYPICK M/L BLU 36PZ,1,0.33,0,51,2
Farmacia Mandanici,927173373,GLUTEN FREE GRANORO FUSILLI,1,0.33,0,46,5
Farmacia Mandanici,927174755,BERINOS 30BUST 10ML,1,0.33,0,61,3
Farmacia Mandanici,927179539,CATRINE LETTIERA PERLE PRELIEV,1,0.33,0,13,5
Farmacia Mandanici,927185506,ZYLKENE CANI 10-30KG 20CPS,1,0.33,0,134,6
Farmacia Mandanici,927287452,DRENA LEVEL 1 GTT 50ML,1,0.33,0,104,6
Farmacia Mandanici,927288086,SENSINOL OLIO DET 400ML DUCRAY,1,0.33,0,145,
Farmacia Mandanici,927288151,CATALITIC CU-AU-AG 20AMP,1,0.33,0,168,6
Farmacia Mandanici,927592764,"OPTIVE FUSION UD 30FLAC 0,4ML",1,0.33,0,131,9
Farmacia Mandanici,927604518,FIOREGLUT FARINA DOLC+PANE+PIZ,1,0.33,0,294,3
Farmacia Mandanici,927972303,SCREEN DROGA TEST CAPELLO,1,0.33,0,39,7
Farmacia Mandanici,930010804,MD-SHOULDER ITALIA 10FL INI2ML,1,0.33,0,13,3
Farmacia Mandanici,930048107,STERI-STRIP CER 3X75MM 10PZ,1,0.33,3,507,2
Farmacia Mandanici,930062245,PROJOINT COMPLEX 60TAV,1,0.33,0,260,5
Farmacia Mandanici,930196934,CANNULA RETTALE NEONATI SIL4MM,1,0.33,0,126,2
Farmacia Mandanici,930244734,PESSARIO LATEX FREE DIAM 60MM,1,0.33,0,71,8
Farmacia Mandanici,930260500,IRIDIUM A MONODOSE 15FL,1,0.33,0,318,5
Farmacia Mandanici,930375035,FUTURO COMFORT SUP GINOCCHIO M,1,0.33,0,4,3
Farmacia Mandanici,930411145,SINOVIAL 32 SIR INTRA-ART 3PZ,1,0.33,0,385,6
Farmacia Mandanici,930478856,CLINNIX IMMUNOPLUS 30CPS,1,0.33,1,0,3
Farmacia Mandanici,930494099,LACTOFLORENE PLUS 12FL,1,0.33,58,757,6
Farmacia Mandanici,930501135,VITACALM IPERICO 30CPR,1,0.33,0,124,1
Farmacia Mandanici,930525771,CARNIDYN PLUS 20BUST,1,0.33,47,1127,9
Farmacia Mandanici,930529375,NEUKRON OFTA MESE 30FL 10ML,1,0.33,0,289,11
Farmacia Mandanici,930530605,DERMAFRESH P NORM CLASS DEOD,1,0.33,0,93,
Farmacia Mandanici,930547359,LACTIBIANE TOLERANCE 30CPS,1,0.33,0,440,5
Farmacia Mandanici,930625203,ALOVEX PROTEZ ATTIVA GEL 8ML,1,0.33,30,109,8
Farmacia Mandanici,930650320,DOA ATTIVA SOLUZIONE DET 200ML,1,0.33,1,279,7
Farmacia Mandanici,930661602,NEOGELA POLVERE 400G,1,0.33,0,196,6
Farmacia Mandanici,930856632,ZAFFERIL 24CPS,1,0.33,0,165,7
Farmacia Mandanici,930864689,LONGLIFE MEMORY PLUS 30CPS,1,0.33,0,96,2
Farmacia Mandanici,930872395,CUPRESSOLIO CAIRA 100ML,1,0.33,0,0,
Farmacia Mandanici,930957067,OMK1 SOLUZIONE OFT STER 10ML,1,0.33,0,956,1
Farmacia Mandanici,930969807,RESOLUTIVO REGIUM 1000ML,1,0.33,0,191,4
Farmacia Mandanici,931011288,ARTIKRILL 200PRL,1,0.33,0,187,5
Farmacia Mandanici,931015046,BOLO VIA 20BOCCONCINI,1,0.33,0,830,8
Farmacia Mandanici,931042206,IDRAVITA INTEGRATORE 12BUST,1,0.33,1,47,6
Farmacia Mandanici,931095994,HYDRATEE CR BIOATTIVA CONT OCC,1,0.33,0,25,2
Farmacia Mandanici,931137273,DECONPROCT 10SUPP,1,0.33,1,201,4
Farmacia Mandanici,931139467,REUFLOR D3 GOCCE 5ML,1,0.33,2,100,
Farmacia Mandanici,931157794,BASTONE QUADRIPODE BASE STRET,1,0.33,0,0,
Farmacia Mandanici,931288272,EUMIR PLUS 30CPR,1,0.33,0,178,5
Farmacia Mandanici,931344105,GAMBALETTO COMF 152 MC,1,0.33,0,1,1
Farmacia Mandanici,931345173,MONOCOLLANT MICRO281 AGG SX MC,1,0.33,0,3,1
Farmacia Mandanici,931352241,KAMILA GAMB COTTON 18 NERO M,1,0.33,0,0,
Farmacia Mandanici,931358802,ARL 20BUST,1,0.33,0,32,5
Farmacia Mandanici,931370872,TRICOVEL DONNA 30CPR,1,0.33,0,83,2
Farmacia Mandanici,931437899,FUTURO CAVIGLIERA ELASTICA L,1,0.33,0,10,5
Farmacia Mandanici,931469910,ALZACUSCINO,1,0.33,0,2,1
Farmacia Mandanici,931487274,NORMAC+ PLUS 30CPR FILMATE,1,0.33,0,70,5
Farmacia Mandanici,931524615,PIROFER FORTE 30CPR,1,0.33,2,328,4
Farmacia Mandanici,931565687,D-MANNORO 30BUST,1,0.33,0,138,6
Farmacia Mandanici,931571145,LADYGLORIA 12 GAMB PU/A NER 3,1,0.33,0,1,1
Farmacia Mandanici,931581538,LADYGLORIA 18 GAMB PU/A SAH 5,1,0.33,0,3,1
Farmacia Mandanici,931644153,ESI STEVIA MIDY 100CPR,1,0.33,1,51,2
Farmacia Mandanici,931645485,VERSIACTIVE SPRAY100ML BRADERM,1,0.33,0,352,4
Farmacia Mandanici,931650636,IMMUN UP D3 100ML,1,0.33,0,191,6
Farmacia Mandanici,931809952,AMEDIAL PLUS 20BUST,1,0.33,4,3563,15
Farmacia Mandanici,931927192,RINOAIR 3% SPRAY NAS IPER 50ML,1,0.33,1,170,7
Farmacia Mandanici,931950796,HERP 50ML,1,0.33,0,165,7
Farmacia Mandanici,931952701,LONGLIFE D-MANNOSE 60CPS,1,0.33,0,319,7
Farmacia Mandanici,931988277,CER MEDS TNT FIX 1000X5CM,1,0.33,0,93,3
Farmacia Mandanici,931988354,MEDS PORE MEDIC TNT 10X100CM,1,0.33,29,20,2
Farmacia Mandanici,931988428,MEDS PORE MEDIC 10X15CM 5PZ,1,0.33,22,162,1
Farmacia Mandanici,931988467,MEDS PORE MEDIC PUR 10X6CM 5PZ,1,0.33,6,23,1
Farmacia Mandanici,932178371,INTERPROX PLUS NANO ROSA 6PZ,1,0.33,0,346,4
Farmacia Mandanici,932206156,"ALTIAL GTT OCULARI 30F 0,6ML",1,0.33,0,125,4
Farmacia Mandanici,932211992,RELUS CREMA 50ML,1,0.33,0,14,1
Farmacia Mandanici,932212095,OMK2 SOLUZIONE OFT STER 10ML,1,0.33,0,718,3
Farmacia Mandanici,932237530,MEDS AMPOLLA NEOSOL,1,0.33,0,19,2
Farmacia Mandanici,932252620,BUONAVIT D3K 12ML,1,0.33,0,71,4
Farmacia Mandanici,932501568,ANAGEN COMPLEX 30CPR,1,0.33,1,134,6
Farmacia Mandanici,932652365,NATURE'S SOL ACCELERATORE ABBR,1,0.33,0,55,8
Farmacia Mandanici,932704873,CORTIPET 100ML,1,0.33,1,196,5
Farmacia Mandanici,932707969,FELICIA BIO RISO INT PENNE,1,0.33,0,100,4
Farmacia Mandanici,932711346,ARGIFAST 14BUST,1,0.33,1,161,7
Farmacia Mandanici,932711740,GUNAMINOFORMULA 50CPR,1,0.33,0,64,4
Farmacia Mandanici,932711789,GUNAMINOFORMULA 24BUST,1,0.33,0,44,11
Farmacia Mandanici,932720840,ENVICER3 GRASSA FORTE 100ML,1,0.33,0,7,2
Farmacia Mandanici,932720927,AUXILIE IMMUPLUS DEGLUT 30CPR,1,0.33,0,153,3
Farmacia Mandanici,932720966,RINOWAY SALI IPERTONICI 15BUST,1,0.33,0,23,3
Farmacia Mandanici,932721032,ACARBUSTER COPRICUSCINO STAND,1,0.33,0,0,
Farmacia Mandanici,932730536,SIR 5ML G23 N14 SIST SICUR,1,0.33,0,69,1
Farmacia Mandanici,932744269,GENERV 20BUST,1,0.33,0,143,6
Farmacia Mandanici,932996996,ADENOMIX ALFA 30CPR,1,0.33,1,100,8
Farmacia Mandanici,933009401,ROSACURE FAST CREMA 30ML,1,0.33,0,581,5
Farmacia Mandanici,933009413,ROSACURE GENTLE CLEANSING GEL,1,0.33,0,111,1
Farmacia Mandanici,933402808,OMOMETIL 30CPS,1,0.33,0,819,4
Farmacia Mandanici,933451320,REPARANCE CREMA IDRAT CUTE SEC,1,0.33,0,14,8
Farmacia Mandanici,933462184,VIRIPROST 30PRL,1,0.33,0,49,1
Farmacia Mandanici,933484178,LONGLIFE D COMPLEX 1000 60CPR,1,0.33,0,234,5
Farmacia Mandanici,933533958,RILASTIL CAMOUFL FOND FL H C50,1,0.33,0,13,
Farmacia Mandanici,933694073,MEDIKLOR DETERGENTE 300ML,1,0.33,0,64,1
Farmacia Mandanici,933755833,SET RIMOZIONE PUNTI SUTURA,1,0.33,0,41,8
Farmacia Mandanici,933780532,ACIAMIN BLISTER 60CPR,1,0.33,0,6,5
Farmacia Mandanici,933783944,COLIPEX CR 30X2ML,1,0.33,0,162,1
Farmacia Mandanici,933886362,NAUSIL PLUS 30CPR,1,0.33,2,193,8
Farmacia Mandanici,933914956,BIOKER 12 CREMA 200ML,1,0.33,0,15,5
Farmacia Mandanici,933930455,BIMBI BAGNO TOTALE 500ML,1,0.33,0,39,5
Farmacia Mandanici,933946574,TRICOVEL SHAMPOO PRP PLUS,1,0.33,7,66,4
Farmacia Mandanici,934012954,GASTROTUSS SCIROPPO 200ML,1,0.33,1,201,7
Farmacia Mandanici,934028743,DERMOVITAMINA MICO PIEDE ATLET,1,0.33,0,84,6
Farmacia Mandanici,934028756,DERMOVITAMINA MICO DOCCIA200ML,1,0.33,1,168,2
Farmacia Mandanici,934196876,LONGLIFE MULTIMINERALS 60TAV,1,0.33,0,150,4
Farmacia Mandanici,934296625,DR HAUSCHKA LATTE DETERG 145ML,1,0.33,0,6,4
Farmacia Mandanici,934322280,MELIVEN 3 30CPR,1,0.33,0,381,9
Farmacia Mandanici,934408624,BIOMINERAL ONE LACTO PLUS30CPR,1,0.33,0,205,
Farmacia Mandanici,934417445,LIPOLIPASE CREMAGEL 150ML,1,0.33,0,132,6
Farmacia Mandanici,934431913,TENDHYAL 30CPR,1,0.33,0,49,2
Farmacia Mandanici,934434236,NEUROSON FAST SPRAY 30ML,1,0.33,1,80,4
Farmacia Mandanici,934460864,LEGALON E 30CPR RIVESTITE,1,0.33,1,393,13
Farmacia Mandanici,934509795,MATT PHARMA SENNA ATTIVA 40CPR,1,0.33,0,370,1
Farmacia Mandanici,934533922,HUBNER ORIGIN SILIC PLUS 500ML,1,0.33,0,22,
Farmacia Mandanici,934545688,PROPALEX SPRAY ORALE 20ML,1,0.33,1,0,1
Farmacia Mandanici,934553672,MEDS MEDIC ADES ST 15X15CM 5PZ,1,0.33,0,89,5
Farmacia Mandanici,934643154,KERATO VITA UNGUENTO OFTALMICO,1,0.33,2,272,1
Farmacia Mandanici,934718432,MIPROVEN 20BUST,1,0.33,0,36,1
Farmacia Mandanici,934718774,LONGLIFE L-GLUTATHIONE250MG30C,1,0.33,0,134,7
Farmacia Mandanici,934726100,NUTRIREGULAR 3 14BUST,1,0.33,0,1,5
Farmacia Mandanici,934730856,LINEA 3 CR-GEL ARGILLA BIANCA,1,0.33,0,1,4
Farmacia Mandanici,934737394,CICATRIDINA POMATA 60G,1,0.33,2,2119,10
Farmacia Mandanici,934737483,NOVA1947 MICROCLISMI AD 6PZ,1,0.33,0,118,6
Farmacia Mandanici,934747332,LONGLIFE CO EN Q10 200MG 20PRL,1,0.33,0,228,10
Farmacia Mandanici,934759539,PSYLLOGEL MEGAFERMENTI 24 ACE,1,0.33,27,581,5
Farmacia Mandanici,934836002,GH PROTEIN PLUS NEU/VAN 20BUST,1,0.33,0,2,2
Farmacia Mandanici,934859570,RESCUE ORIG CREAM 30ML,1,0.33,0,30,7
Farmacia Mandanici,934862525,ACCU-CHEK MOBILE 50TEST MIC2,1,0.33,0,242,5
Farmacia Mandanici,935008932,UNIFERRO FORTE 30CPS,1,0.33,1,542,6
Farmacia Mandanici,935016598,SPACCAPIETRA 50CPS,1,0.33,0,21,5
Farmacia Mandanici,935034355,EUMILL GOCCE OCULARI RINFR10ML,1,0.33,22,413,8
Farmacia Mandanici,935034405,EMACRIT 30CPS,1,0.33,1,781,6
Farmacia Mandanici,935054991,CADICIOC SNACK LATTE 1BARR,1,0.33,0,6,4
Farmacia Mandanici,935129837,CARDIOSIDERAL 20CPS,1,0.33,2,278,8
Farmacia Mandanici,935131235,PSYLLOGEL FIBRA POMP RA 20BUST,1,0.33,4,391,1
Farmacia Mandanici,935163295,VISOMAT ECO PLUS MISUR PRESS,1,0.33,0,10,1
Farmacia Mandanici,935190393,ENTEROGERMINA GONFIORE 10BUST,1,0.33,9,183,6
Farmacia Mandanici,935203745,LENIVAGIX CREMA VAGINALE 20ML,1,0.33,0,103,5
Farmacia Mandanici,935236303,"GUM TRAV-LER 1,6 SCOVOLINO PRO",1,0.33,0,123,9
Farmacia Mandanici,935236796,LONGLIFE HERICIUM BIO 60CPS,1,0.33,0,59,7
Farmacia Mandanici,935266472,MAGNESIO B6+GRIFFONIA+RO 60CPS,1,0.33,0,365,4
Farmacia Mandanici,935293872,PSORAXIL ORO 30CPR,1,0.33,0,44,2
Farmacia Mandanici,935329223,ESPERSOL SPRAY NASALE 100ML,1,0.33,3,1969,8
Farmacia Mandanici,935376160,SENSODYNE SPAZZOLINO GENTLE,1,0.33,8,429,1
Farmacia Mandanici,935410201,TEPE SPAZZ SPECIAL CARE ROSSO,1,0.33,0,12,3
Farmacia Mandanici,935541906,SAMETRIX 30CPS,1,0.33,1,425,4
Farmacia Mandanici,935543470,PEDIAPAX POLVERE 400G,1,0.33,2,243,4
Farmacia Mandanici,935566594,COUPEROSE CREMA GIORNO BASE,1,0.33,0,3,4
Farmacia Mandanici,935566707,REFALGIN GEL ORALE 14BUST,1,0.33,2,1465,8
Farmacia Mandanici,935576025,EUSELIDIUM 30CPR,1,0.33,0,91,10
Farmacia Mandanici,935594616,ARTELAC REACTIVE MONODOSE 20PZ,1,0.33,1,575,7
Farmacia Mandanici,935602247,DELTACRIN WNT SHAMPOO PHARCOS,1,0.33,0,124,2
Farmacia Mandanici,935609723,ENSURE PLUS FRAGOLA 4X200ML,1,0.33,0,100,9
Farmacia Mandanici,935619371,HAIMAFERR 30CPS,1,0.33,0,233,3
Farmacia Mandanici,935619395,FORTIMUNAL 15CPS,1,0.33,0,212,8
Farmacia Mandanici,935626438,TECNOFER PLUS 20CPS,1,0.33,1,579,8
Farmacia Mandanici,935632101,PERSPIREX STRONG ANTITR ROLL O,1,0.33,2,302,10
Farmacia Mandanici,935660845,VAPE RICARICA PIASTR 30PZ,1,0.33,0,100,2
Farmacia Mandanici,935688945,ARMOLIPID PLUS 60CPR,1,0.33,19,2011,
Farmacia Mandanici,935740454,LONGLIFE CREATINA POWDER 150G,1,0.33,0,193,5
Farmacia Mandanici,935749034,VEGETALLUMINA EMATOGEL 100ML,1,0.33,1,145,
Farmacia Mandanici,935794091,SEPTAVIS 50ML+50 GARZE TNT STE,1,0.33,2,194,2
