"minsan";"name";"keyword";"description"
"900268018";"MISS RELAX 100 GAMB FUMO 2";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: fumo.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM0401/18A0SOSM0402/18A0SOSM0403</div>"
"900268020";"MISS RELAX 100 GAMB NE 1";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: nero.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM0901/18A0SOSM0902/18A0SOSM0903</div>"
"900268032";"MISS RELAX 100 GAMB NE 2";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: nero.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM0901/18A0SOSM0902/18A0SOSM0903</div>"
"900268057";"MISS RELAX 100 GAMB PAPRIKA 1";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: paprika.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM1501/18A0SOSM1502/18A0SOSM1503</div>"
"900268069";"MISS RELAX 100 GAMB PAPRIKA 2";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: paprika.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM1501/18A0SOSM1502/18A0SOSM1503</div>"
"900268196";"MISS RELAX 100 GAMB CAM 1";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: cammello.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM2401/18A0SOSM2402/18A0SOSM2403</div>"
"900268210";"MISS RELAX 100 GAMB CAM 2";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: cammello.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM2401/18A0SOSM2402/18A0SOSM2403</div>"
"900268222";"MISS RELAX 100 GAMB AV 1";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: avorio.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM2701/18A0SOSM2702/18A0SOSM2703</div>"
"900268234";"MISS RELAX 100 GAMB AV 2";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Miss Relax 100 Sheer</h3>Gambaletto 100 denari, velato, elegante, morbido come seta, per la donna moderna che unisce dinamicit&agrave; e stile. La compressione graduata, 15/18 mmHg, migliora la circolazione sanguigna, evitando l&rsquo;aggravarsi di problemi derivati da insufficienza venosa. Elastico gradevole, cuciture confortevoli, soffice plantare antistress.<br> Con funzione igienica Sanitized.<br>Colore: avorio.<br> <br> <b>Componenti</b><br> 80% poliammide, 20% elastan.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-L.<br> <br> <b>Cod.</b>18A0SOSM2701/18A0SOSM2702/18A0SOSM2703</div>"
"900269527";"NAOMI 100 COL MODEL NE 5XXL";"Calze 15 18 mmhg";"<h1>SOLIDEA</h1> <div align=justify> <h3>Naomi 100</h3>Straordinario collant 100 denari, velato, a maglia liscia. Il fascino di un raffinato corpino modellante e l&rsquo;efficacia della compressione graduata 15/18 mmHg in un collant che sorprender&agrave; per l&rsquo;indescrivibile sensazione di benessere. Una carezza di fluida seta sulle gambe e una delicata inaspettata morbidezza sotto i piedi, per una soffice base d&rsquo;appoggio solo l&agrave; dove davvero serve. Tassello igienico in cotone e cucitura piatta. <br> Con funzione igienica Sanitized.<br>Colore: nero.<br> <br> <b>Componenti</b><br> 78% poliammide, 20% elastan, 2% cotone.<br> <br> <b>Formato</b><br> Taglie disponibili: 1-S, 2-M, 3-ML, 4-L, 4-XL, 5-XXL.<br> <br> <b>Cod.</b>31A0SOSM0901/31A0SOSM0902/31A0SOSM0903/<br> 31A0SOSM0904/31A0SOSM094X/31A0SOSM095X</div>"
"900282346";"VENOPLANT CREMA GEL 100ML";"Venoplant crema gel";"<h1> VENOPLANT</h1> <h2>Crema Gel</h2> <div align=""justify""><b>Descrizione</b><br> Formulazione cosmetica per uso topico contenente sostanze di riconosciuta azione drenante e dermotrofica efficace nel favorire un fisiologico miglioramento del trofismo del microcircolo e del tono capillare in caso di stanchezza e pesantezza degli arti inferiori e di alterazioni del microcircolo anche di altre regioni cutanee del corpo.<br> Dermatologicamente testato.<br> <br> <b>Modalit&agrave; d'uso</b><br> Applicare sulle zone interessate un leggero strato di crema, massaggiare delicatamente fino a completo assorbimento, una o pi&ugrave; volte al giorno.<br> <br> <b>Componenti</b><br> Aqua, alcohol denat., betaine, propanediol, xanthan gum, glycerin, menthol, sodium levulinate, citric acid, lecithin, sodium benzoate, lauroyl lysine, escin, Olea europaea fruit oil, potassium olivoyl hydrolized wheat protein, PPG-26-buteth-26, menthyl lactate, PEG-40 hydrogenated castor oil, Citrus limon fruit oil, beta-sitosterol, sodium gluconate, sodium hydroxide, sodium lactate, sodium PCA, limonene, Melilotus officinalis extract, asiaticoside, coumarin, maltodextrin, sodium heparin, asiatic acid, madecassic acid, pinene, geranyl, acetate, terpineol, citral, fructose, glycine, inositol, lactic acid, niacinamide, urea, beta-caryophyllene, terpinolene, potassium sorbate, tocopheryl acetate.<br> <br> <b>Avvertenze</b><br> Non utilizzare in caso di ipersensibilit&agrave; nota verso gli ingredienti. Non applicare in zone cutanee vicine ali occhi, altrettanto di casi delle mucose. Non applicare su ferite. Uso esterno. Tenere fuori dalla portata dei bambini.<br> <br> <b>Conservazione</b><br> Tenere lontano da fonti di calore.<br> Validit&agrave; a confezionamento integro: 60 mesi.<br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Tubo da 100 ml.</div>"
"900287893";"HYLO COMOD GOCCE OCULARI 10ML";"Hylo comod";"<h1>HYLO<br>COMOD</h1> <div align=""justify""> <b>Descrizione</b><br> Soluzione sterile senza conservanti per uso oftalmico.<br> Per migliorare la lubrificazione della superficie oculare in caso di sindrome dell'occhio secco, bruciore o sensazione di presenza di corpo estraneo causati da condizioni ambientali o da interventi di oftalmochirurgia.<br><br> <b>Modalit&agrave; d'uso</b><br> Come applicare HYLO-COMOD<br> Figura 1: rimuovere il tappo prima dell'uso. Per rimuovere il tappo, tenerlo fermo con una mano e, con l'altra, ruotare il flacone portandolo verso il basso. Prima della prima applicazione, capovolgere il flacone con il contagocce verso il basso e premere sul fondo del flacone per far uscire la prima goccia dal contagocce.<br> Figura 2: mantenere il flacone capovolto posizionando il pollice sulla parte superiore del flacone e le altre dita sul fondo dello stesso.<br> Figura 3: sostenere con la mano libera, la mano che regge il flacone.<br> Figura 4: piegare leggermente la testa all'indietro, premere rapidamente ed energicamente sul fondo del flacone. Si aziona cos&igrave; il meccanismo per il rilascio di una goccia. Grazie allo speciale meccanismo di valvole del Sistema COMOD, le dimensioni e la velocit&agrave; di fuoriuscita di una goccia sono sempre le stesse, indipendentemente dalla pressione applicata. Chiudere lentamente gli occhi per permettere al fluido di diffondersi sulla superficie dell'occhio.<br> Figura 5: dopo l'uso, richiudere immediatamente il flacone con il tappo, assicurandosi che non vi siano residui di liquido sul contagocce.<br> Applicare una goccia tre volte al giorno in ogni occhio.<br><br> <b>Avvertenze</b><br> Se con l'utilizzo si nota un peggioramento o non si notano miglioramenti rivolgersi al medico o al farmacista.<br> Se si usa un qualsiasi altro collirio, attendere almeno 30 minuti tra le applicazioni e usare cempre HYLO COMOD per ultimo.<br> Gli unguenti per gli occhi devono essere sempre applicati successivamente a HYLO COMOD.<br> Per l'assenza di conservanti, HYLO COMOD, &egrave; ben tollerato anche se utilizzato per un periodo di tempo prolungato. In casi molto rari sono state segnalate reazioni avverse come ipersensibilit&agrave;, bruciore o lacrimazione eccessiva, dolore, sensazione di corpo estraneo o altre irritazioni locali temporanee che si sono interrotte immediatamente con la sospensione dell'uso del prodotto.<br> Successivamente all'applicazione di HYLO COMOD &egrave; possibile un momentaneo offuscamento della vista dovuto alla viscosit&agrave; del collirio. In casi molto rari ci&ograve; pu&ograve; causare un temporaneo mal di testa in pazienti sensibili.<br> Pu&ograve; essere applicato anche quando si indossano lenti a contatto. Per evitare eventuali reazioni di incompatibilit&agrave; a causa di possibili interazioni tra i prodotti per la cua delle lenti a contatto e HYLO COMOD si consiglia dopo l'applicazione delle lenti a contatto, di attendere circa 30 minuti prima di applicare il collirio.<br> Pu&ograve; essere utilizzato in et&agrave; pediatrica, in gravidanza e durante l'allattamento.<br> Tenere lontano dalla portata dei bambini.<br><br> <b>Conservazione</b><br> Conservare a temperatura inferiore ai 25&deg;C.<br> Validit&agrave; a confezionamento integro: 36 mesi.<br> Validit&agrave; post-apertura: 6 mesi.<br><br> <b>Formato</b><br> Flacone da 10 ml.<br><br> <b>Cod.</b> 55.1530</div>"
"900299153";"CLINNIX OIL DETERGENTE 500ML";"Clinnix oil";"<h1>Clinnix<br> &nbsp;&nbsp;&nbsp;&nbsp;Oil</h1> Olio detergente con estratti di calendula, vitamina E e acido glicirretico.<br>Per uso esterno. <br><br> <b>Formato</b><br> Flacone da 500 ml."
"900299241";"SKINSAN OIL DET 500ML";"Skinsan detergente";"SKINSAN OLIO DETERGENTE 500 ML"
"900304712";"ROSMARINO CINEOLO OE BIO 10ML";"Olio essenziale di rosmarino puro ml 100";"<h1>Rosmarino Cineolo Bio </h1> <b>OLIO ESSENZIALE PURO AL 100% </b><br><br> indicato in  Aromatologia per essere usato nelle lampade per aromi.<br><br> <b>Avvertenze:</b><br> gli oli essenziali sono sostanze concentrate, non vanno utilizzati puri ma diluiti, evitando  il contatto con occhi e mucose, sono da tenere in luogo fresco e lontano dalla portata  dei bambini.<br><br> <b>Cod.</b> 101365"
"900304763";"ROSMARINO OE DEMETER 10M";"Olio essenziale di rosmarino puro ml 100";"<h1>Rosmarino </h1> <b>OLIO ESSENZIALE PURO AL 100%  </b><br><br> <b>Cod.</b> 100705 / 100706"
"900305158";"VETIVER BOURBON OE BIO";"Olio essenziale vetiver";"<h1>Vetiver Bourbon Bio </h1> <b>OLIO ESSENZIALE PURO AL 100% </b><br><br> indicato in  Aromatologia per essere usato nelle lampade per aromi.<br><br> <b>Avvertenze:</b><br> gli oli essenziali sono sostanze concentrate, non vanno utilizzati puri ma diluiti, evitando  il contatto con occhi e mucose, sono da tenere in luogo fresco e lontano dalla portata  dei bambini.<br><br> <b>Cod.</b> 100796"
"900305196";"YLANG YLANG OE BIO 5ML";"Olio essenziale ylang-ylang puro 100%";"<h1>Ylang-ylang Bio </h1> <b>OLIO ESSENZIALE PURO AL 100% </b><br><br> indicato in  Aromatologia per essere usato nelle lampade per aromi.<br><br> <b>Avvertenze:</b><br> gli oli essenziali sono sostanze concentrate, non vanno utilizzati puri ma diluiti, evitando  il contatto con occhi e mucose, sono da tenere in luogo fresco e lontano dalla portata  dei bambini.<br><br>   <b>Cod.</b> 101486"
"900307707";"AGNOCASTO MG 50ML";"Agnocasto fitomedical 200 ml";"<h1>Agnocasto</h1> <b>MACERATO GLICERINATO</b><br> <br> Agisce favorevolmente sulla  funzione fisiologica del ciclo femminile.<br> <br> <b>Modalit&agrave; d'uso</b><br>  Assumere 50 gocce diluite in acqua, due volte nell'arco della giornata.<br> <br>  <b>Componenti</b><br> Acqua; alcol; glicerina; agnocasto (vitex agnus-castus L.) giovani  getti.<br> <br> <b>Formato</b><br> 50, 100 e 200 ml.<br> <br> <b>Cod.</b> MGG0502 /  MGMA0502 / MGHA0502"
"900309511";"AGNOCASTO MG 100ML";"Agnocasto fitomedical 200 ml";"<h1>Agnocasto</h1> <b>MACERATO GLICERINATO</b><br> <br> Agisce favorevolmente sulla  funzione fisiologica del ciclo femminile.<br> <br> <b>Modalit&agrave; d'uso</b><br>  Assumere 50 gocce diluite in acqua, due volte nell'arco della giornata.<br> <br>  <b>Componenti</b><br> Acqua; alcol; glicerina; agnocasto (vitex agnus-castus L.) giovani  getti.<br> <br> <b>Formato</b><br> 50, 100 e 200 ml.<br> <br> <b>Cod.</b> MGG0502 /  MGMA0502 / MGHA0502"
"900311263";"AGNOCASTO MG 200ML";"Agnocasto fitomedical 200 ml";"<h1>Agnocasto</h1> <b>MACERATO GLICERINATO</b><br> <br> Agisce favorevolmente sulla  funzione fisiologica del ciclo femminile.<br> <br> <b>Modalit&agrave; d'uso</b><br>  Assumere 50 gocce diluite in acqua, due volte nell'arco della giornata.<br> <br>  <b>Componenti</b><br> Acqua; alcol; glicerina; agnocasto (vitex agnus-castus L.) giovani  getti.<br> <br> <b>Formato</b><br> 50, 100 e 200 ml.<br> <br> <b>Cod.</b> MGG0502 /  MGMA0502 / MGHA0502"
"900324575";"FIENO GRECO TM 50ML";"Fieno greco polvere";"<h1>Fieno Greco</h1> <b>TINTURA MADRE</b><br> <br> agisce favorevolmente sulla funzione  fisiologica del metabolismo glucidico.<br> <br> <b>Modalit&agrave; d'uso:</b><br>  assumere 30 gocce diluite in acqua, tre volte nell'arco della giornata.<br> <br>  <b>Componenti:</b><br> alcol, fieno greco (trigonella foenum-graecum l.) semi, acqua.<br> <br> <b>Cod.</b> TMHF0402 / TMMF0404"
"900324702";"FIENO GRECO TM 100ML";"Fieno greco polvere";"<h1>Fieno Greco</h1> <b>TINTURA MADRE</b><br> <br> agisce favorevolmente sulla funzione  fisiologica del metabolismo glucidico.<br> <br> <b>Modalit&agrave; d'uso:</b><br>  assumere 30 gocce diluite in acqua, tre volte nell'arco della giornata.<br> <br>  <b>Componenti:</b><br> alcol, fieno greco (trigonella foenum-graecum l.) semi, acqua.<br> <br> <b>Cod.</b> TMHF0402 / TMMF0404"
"900330388";"COMPLETO OSSIGENOTERAP";"Occhiali per ossigeno 10 metri";"<h1>Ossigenoterapia</h1> Kit completo per ossigeno terapia.<br> <br> <b>Formato</b><br> Kit composto da gorgogliatore ed occhiali per ossigenoterapia.<br> <br> <b>Cod.</b>7101501"
"900360254";"IDRASTIN CREMA RIGENERANTE50ML";"Idrastin crema rigenerante";"<H1>Idrastin</H1> <b>CREMA VISO RIGENERANTE</b><br><br> biostimolante, antirughe, efficace per gli inestetismi del contorno occhi.<br> Effetto lifting su viso, collo e  decollet&eacute;.<br> Invecchiamento cutaneo, foto-protezione UVA UVB IR.<br><br>  <b>Modalit&agrave; d'uso:</b><br> applicare il prodotto sulle aree da trattare  massaggiando fino a completo assorbimento.<br><br> <b>Caratteristiche:</b><br> base per  il trucco.<br> Formulato per minimizzare i rischi di reazioni allergiche.<br> Senza  lanolina, senza nickel, cromo, metalli pesanti, senza oli minerali e senza parabeni.<br>  Sottoposto a controllo microbiologico.<br><br> <b>Componenti:</b><br> aqua (water), vitis vinifera (grape seed oil), glyceryl stearate, caprylic capric triglyceride, cetearyl  alcohol, ceteareth 25, glycerin, persea gratissima (avocado oil), cyclomethicone,  propylene glycol, dimethicone, cera alba (beeswax), thymus serpillum (thyme extract),  butyrospermum parkii (shea butter), panthenol, marine soluble collagen, marine elastin,  lupinus albus (lupin extract), allantoin, retinyl palmitate, tocopheryl acetate, ascorbyl palmitate, ethyl linoleate, lipoic acid, vaccinium myrtillus (bilberry extract), sodium  hyaluronate, bha, bht, undecylenic acid, imidazolidinyl urea, disodium edta, 2.4  dichlorobenzyl alcohol, dm hydantoin, aroma.<br><br> <b>Cod.</b> 17"
"900415100";"GUM EXPANDING FLOSS FILO 30M";"Gum expanding floss";"<h1>&nbsp;G&bull;U&bull;M<br> <font size=""2"">EXPANDING FLOSS</font></h1> Filo interdentale sottile e facile da inserire anche fra i punti di contatto pi&ugrave; stretti.<br> <br> <b>Caratteristiche</b><br> &bull; Si espande durante l&rsquo;uso, adattandosi alle varie dimensioni degli spazi interdentali per una maggiore superficie di contatto.<br> &bull; Delicato sul tessuto gengivale, perfetto per denti e gengive sensibili.<br> <br> <b>Formato</b><br> Disponser con filo lungo 30 metri.<br> <br> <b>Cod.</b> 2030"
"900427547";"KIRON ARGEA ARGILLA 500ML";"Argilla argea kiron";"<h1>KIRON</h2><h2>argea</h2><div align=""justify""> <b>Descrizione</b><br> Prodotto ad elevata efficacia che utilizza i principi adsorbenti, purificanti e remineralizzanti dell'argilla bianca e verde micronizzata e ventilata. Queste propriet&agrave; sono associate a quelle dell'olio di Arnica montana, della vitamina E, degli estratti di escina, edera, Fucus e degli oli essenziali puri di limone, cipresso, lavanda, garofano, mentolo, menta, salvia e timo.<br> Dermatologicamente testato.<br> <br> <b>Modalit&agrave; d'uso</b><br> Ideale per impacchi in occlusione: applicare uno strato di 2-3 mm di prodotto sulla zona interessata e coprire con pellicola trasparente. Lasciare agire almeno 60 minuti o, per ottenere la massima efficacia, anche tutta la notte. Effettuare una o due applicazioni al giorno in base alle esigenze, fino a ottenere il risultato desiderato.<br> Usare su cute intatta.<br> <br> <b>Componenti</b><br> Aqua, Solum fullonum, kaolin, paraffinum liquidum, glyceryl stearate, glycerin, PEG-100 stearate, propylene glycol, cetearyl alcohol, Helianthus annuus seed oil, Arnica montana flower extract, dimethicone, menthol, tocopheryl acetate, escin, Fucus vesiculosus extract, Hedera helix leaf extract, Citrus limon fruit oil, Cupressus sempervirens leaf oil, Lavandula angustifolia herb oil, Eugenia caryophyllus bud oil, Mentha arvensis herb oil, Salvia lavandulifolia herb oil, Thymus zygis oil, limonene, linalool, eugenol, tetrasodium EDTA, phenoxyethanol, ethylhexylglycerin.<br> <br> <b>Avvertenze</b><br> Tenere lontano dalla portata dei bambini. Evitare il contatto con occhi e mucose.<br> <br> <b>Conservazione</b><br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Vasetto da 500 ml.<br><br> <b>Cod.</b> ARGE500</div>"
"900427636";"KIRON ARGEA ARGILLA 250ML";"Argilla argea kiron";"<h1>KIRON</h2><h2>argea</h2><div align=""justify""> <b>Descrizione</b><br> Prodotto ad elevata efficacia che utilizza i principi adsorbenti, purificanti e remineralizzanti dell'argilla bianca e verde micronizzata e ventilata. Queste propriet&agrave; sono associate a quelle dell'olio di Arnica montana, della vitamina E, degli estratti di escina, edera, Fucus e degli oli essenziali puri di limone, cipresso, lavanda, garofano, mentolo, menta, salvia e timo.<br> Dermatologicamente testat.<br> <br> <b>Modalit&agrave; d'uso</b><br> Ideale per impacchi in occlusione: applicare uno strato di 2-3 mm di prodotto sulla zona interessata e coprire con pellicola trasparente. Lasciare agire almeno 60 minuti o, per ottenere la massima efficacia, anche tutta la notte. Effettuare una o due applicazioni al giorno in base alle esigenze, fino a ottenere il risultato desiderato.<br> Usare su cute intatta.<br> <br> <b>Componenti</b><br> Aqua, Solum fullonum, kaolin, paraffinum liquidum, glyceryl stearate, glycerin, PEG-100 stearate, propylene glycol, cetearyl alcohol, Helianthus annuus seed oil, Arnica montana flower extract, dimethicone, menthol, tocopheryl acetate, escin, Fucus vesiculosus extract, Hedera helix leaf extract, Citrus limon fruit oil, Cupressus sempervirens leaf oil, Lavandula angustifolia herb oil, Eugenia caryophyllus bud oil, Mentha arvensis herb oil, Salvia lavandulifolia herb oil, Thymus zygis oil, limonene, linalool, eugenol, tetrasodium EDTA, phenoxyethanol, ethylhexylglycerin.<br> <br> <b>Avvertenze</b><br> Tenere lontano dalla portata dei bambini. Evitare il contatto con occhi e mucose.<br> <br> <b>Conservazione</b><br> Validit&agrave; post-apertura: 12 mesi.<br> <br> <b>Formato</b><br> Vasetto da 250 ml.<br><br> <b>Cod.</b> ARGE250</div>"
