tenant,sku,nome,click7g,spesa7,spesa_gg,vend_ten_7g,rete7,rete30,pos,stock,marg_eur,categoria
Farmacia Procaccini,985772084,MIAMO LEG RENEW 30CPR,3,1.0,0.14,0,no,si,8,6,11.24,no-vend-7g
Farmacia Procaccini,906269535,MEDI 9007 INFILA CALZE,3,1.0,0.14,0,no,si,1,0,4.15,no-vend-7g
Farmacia Procaccini,927290991,SYSTANE IDRATAZIONE UD COLL,3,1.0,0.14,0,no,si,1,1,3.66,no-vend-7g
Farmacia Procaccini,987859511,CICABIO CREME+ SPF50 40ML,3,1.0,0.14,0,no,si,2,1,2.32,no-vend-7g
Farmacia Procaccini,990564332,REUFOLB12 60CPS,3,1.0,0.14,0,no,si,1,0,2.27,no-vend-7g
Farmacia Procaccini,975428222,BARIEDERM CICA-CREMA SPF50+,3,1.0,0.14,0,no,si,1,2,1.42,no-vend-7g
Farmacia Procaccini,989468982,BARIESUN SPF50+ STICK SOL INV,3,1.0,0.14,0,si,si,99,0,7.94,vende-rete
Farmacia Procaccini,906007695,SAUGELLA IDROCREMA PH NEU 30ML,3,1.0,0.14,0,si,si,6,7,1.53,vende-rete
Farmacia Procaccini,942790066,VARISAN ETHERE1520 AGPA PO3N,3,1.0,0.14,0,no,no,2,0,7.67,MORTO
Farmacia Procaccini,022816021,"SOMATOLINE*EMULS 30BS 0,1+0,3%",3,1.0,0.14,0,no,si,14,0,3.20,no-vend-7g
Farmacia Procaccini,941803330,CLAIRIAL SPF50+ LIGHT 40ML,3,1.0,0.14,0,no,si,2,6,2.73,no-vend-7g
Farmacia Procaccini,942965981,CAREVIT ULTRA CANE 30BUST,3,1.0,0.14,0,no,si,1,0,2.15,no-vend-7g
Farmacia Procaccini,987838810,STEPPER DIG ORTOP POSTOP AV S,3,1.0,0.14,0,si,si,2,0,7.42,vende-rete
Farmacia Procaccini,980916074,LATTOSTIL GOCCE 16ML,3,1.0,0.14,0,no,no,10,0,4.19,MORTO
Farmacia Procaccini,942258854,CLEAN KILL EXTRA MICRO FAST,3,1.0,0.14,0,no,si,1,0,2.56,no-vend-7g
Farmacia Procaccini,951365206,LIPIKAR BAUME AP+MAX 400ML,3,1.0,0.14,0,no,no,2,2,3.02,MORTO
Farmacia Procaccini,983542010,BIOTINA ANALCOOLICO 200ML,3,1.0,0.14,0,no,si,3,0,3.11,no-vend-7g
Farmacia Procaccini,951338779,ACCIAIOVIS-T 180PAST,3,1.0,0.14,0,si,si,2,0,4.71,vende-rete
Farmacia Procaccini,950279620,VAGISIL DETERGENTE SENS 500ML,3,1.0,0.14,0,no,si,1,0,1.77,no-vend-7g
Farmacia Procaccini,989252679,SINERGIA OTI NF 60CPS,3,1.0,0.14,0,no,no,1,0,5.31,MORTO
Farmacia Procaccini,938102555,TRIUM MONODOSE GTT OCUL 15FL,3,1.0,0.14,0,no,si,2,0,2.67,no-vend-7g
Farmacia Procaccini,984462820,RESTIVOIL EXTRA DEL 400ML TP,3,1.0,0.14,0,si,si,1,4,1.60,vende-rete
Farmacia Procaccini,989869021,TE' NERO BEAUTY BOX TERRAZZE,3,1.0,0.14,0,no,no,4,3,6.13,MORTO
Farmacia Procaccini,951618154,SYNUCLID 30BUST,3,1.0,0.14,0,si,si,11,0,4.25,vende-rete
Farmacia Procaccini,976282006,LIPOSKIN PRO PHARCOS 15F REWCA,3,1.0,0.14,0,si,si,19,0,5.00,vende-rete
Farmacia Procaccini,975922802,NUXE SUN LATTE DOPOS VI/C400ML,3,1.0,0.14,0,no,si,5,0,0.00,no-vend-7g
Farmacia Procaccini,970419646,SALVIA ESTRATTO INTEGRALE200ML,3,1.0,0.14,0,no,si,9,0,2.73,no-vend-7g
Farmacia Procaccini,943303279,GASTROVOM CANE GATTO GEL 50ML,3,1.0,0.14,0,si,si,8,0,2.20,vende-rete
Farmacia Procaccini,925399673,DENAVASC 24CPR,3,1.0,0.14,0,si,si,3,0,3.40,vende-rete
Farmacia Procaccini,942980588,MICRONAM 30CPR,3,1.0,0.14,0,si,si,5,0,4.52,vende-rete
Farmacia Procaccini,941836761,UROGERMIN PROSTATA 30SOFTGEL,3,1.0,0.14,0,si,si,4,8,1.78,vende-rete
Farmacia Procaccini,950836650,AVENE HYALURON A PROC SIER20ML,3,1.0,0.14,0,no,no,1,5,8.54,MORTO
Farmacia Procaccini,921186704,UROGYN 50CPR 500MG,3,1.0,0.14,0,si,si,7,0,3.52,vende-rete
Farmacia Procaccini,981954694,RILASTIL SUN SYS DOPOSOLE I/R,3,1.0,0.14,0,no,si,3,9,1.76,no-vend-7g
Farmacia Procaccini,978598821,FOOTCARE CORR VALGO NTT2PZ D10,3,1.0,0.14,0,no,no,5,0,3.36,MORTO
Farmacia Procaccini,903570063,SERENITY PANN SAG CLAS EX 30PZ,3,1.0,0.14,0,no,si,1,0,2.84,no-vend-7g
Farmacia Procaccini,982667661,DIOSMIR 1000 30BUST,3,1.0,0.14,0,no,si,5,0,3.86,no-vend-7g
Farmacia Procaccini,984835292,GINOCCHIERA TRASP AP SPIR M,3,1.0,0.14,0,no,no,1,0,19.17,MORTO
Farmacia Procaccini,989305103,DEMALIPE EMULSIONE 200ML,3,1.0,0.14,0,no,si,2,0,3.53,no-vend-7g
Farmacia Procaccini,951867338,GHC MEDICAL TRATT DS SH PURIF,3,1.0,0.14,0,no,si,2,0,4.71,no-vend-7g
Farmacia Procaccini,983791221,DELTACRIN WNT SPR PHARCOS125ML,3,1.0,0.14,0,no,no,8,0,8.15,MORTO
Farmacia Procaccini,944435104,MITOFAST 30STICK OROSOLUBILI,3,1.0,0.14,0,no,no,4,0,12.88,MORTO
Farmacia Procaccini,983583701,ASSENZIO PROFUMO 100ML,3,1.0,0.14,0,no,si,15,1,12.65,no-vend-7g
Farmacia Procaccini,903923769,CER FIXOMULL TRANSPARENT10X200,3,1.0,0.14,0,si,si,2,0,2.11,vende-rete
Farmacia Procaccini,029454042,BUSCOPAN COMPOSITUM*20CPR RIV,3,1.0,0.14,0,si,si,4,17,1.50,vende-rete
Farmacia Procaccini,942845532,DIOSMIR 1000 16 BUST,3,1.0,0.14,0,no,no,2,0,3.19,MORTO
Farmacia Procaccini,984518581,MICO REI 70CPS,3,1.0,0.14,0,si,si,2,0,7.41,vende-rete
Farmacia Procaccini,979049020,LECURPET 60CPR,3,1.0,0.14,0,no,no,1,0,4.08,MORTO
Farmacia Procaccini,979806611,ASSENZIO ESTRATTO INTEGR 200ML,3,1.0,0.14,0,si,si,6,0,2.82,vende-rete
Farmacia Procaccini,971272556,BARIEDERM CICA-LEVRES 15ML,3,1.0,0.14,0,si,si,99,1,1.38,vende-rete
Farmacia Procaccini,972165056,LIPIKAR LATTE 750ML,3,1.0,0.14,0,si,si,33,0,5.58,vende-rete
Farmacia Procaccini,925498014,EPITACT ORTESI MANO FLEX DX M,3,1.0,0.14,0,no,no,3,0,3.61,MORTO
Farmacia Procaccini,948186705,PRINCIPIUM COLLAGENE MAR 80CPR,3,1.0,0.14,0,no,si,5,0,3.54,no-vend-7g
Farmacia Procaccini,990478378,FOTOULTRA REDNESS SPF50 50ML,3,1.0,0.14,0,no,no,99,0,3.74,MORTO
Farmacia Procaccini,947127662,NEFROKRILL CANE 60PRL,3,1.0,0.14,0,si,si,1,0,4.09,vende-rete
Farmacia Procaccini,950276713,GIBAUD ORTHO CORS LOMB ACT V 2,3,1.0,0.14,0,no,no,4,0,11.49,MORTO
Farmacia Procaccini,940094129,BIOKAP SHAMPOO RINFOR ANTICAD,3,1.0,0.14,0,si,si,3,0,1.77,vende-rete
Farmacia Procaccini,930873688,CONTOUR NEXT GLICEMIA 25STR,3,1.0,0.14,0,si,si,22,0,0.00,vende-rete
Farmacia Procaccini,972321006,ISCHIA SPA CRIOGEL GAMBE STANC,3,1.0,0.14,0,si,si,11,0,2.84,vende-rete
Farmacia Procaccini,951269289,CITIZIN Q10 ORO 30STICK-PACK,3,1.0,0.14,0,si,si,11,0,4.54,vende-rete
Farmacia Procaccini,036397014,REPARIL*GEL 40G 1%+5%,3,1.0,0.14,0,no,si,2,25,1.20,no-vend-7g
Farmacia Procaccini,973653189,VASOX FORTE 20BUST,3,1.0,0.14,0,si,si,3,0,3.74,vende-rete
Farmacia Procaccini,974890372,COMPENSA Q DIET POLVERE 250G,3,1.0,0.14,0,no,si,99,0,0.00,no-vend-7g
Farmacia Procaccini,921232447,PESCURA FLAT ORIG BYCAST SAB42,3,1.0,0.14,0,no,si,2,0,12.40,no-vend-7g
Farmacia Procaccini,951135781,MAGNESIO BISGLICINATO 180PAST,3,1.0,0.14,0,si,si,5,0,4.81,vende-rete
Farmacia Procaccini,951032871,SYNAPSINE L 1000 10FL,3,1.0,0.14,0,si,si,5,0,3.83,vende-rete
Farmacia Procaccini,905351387,EUMILL PROTECTION GTT OCUL10FL,3,1.0,0.14,0,no,si,3,10,0.64,no-vend-7g
Farmacia Procaccini,908560269,GARZA JELONET 10X10CM 10BUST,3,1.0,0.14,0,no,no,1,0,1.50,MORTO
Farmacia Procaccini,987252881,REUMATONIL COMPLEX COLL 18BUST,3,1.0,0.14,0,no,si,4,0,2.76,no-vend-7g
Farmacia Procaccini,017389103,"PREPARAZIONE H*UNG 1,08% 50G",3,1.0,0.14,0,si,si,15,34,1.51,vende-rete
Farmacia Procaccini,974400525,NATTURA MUESLI DI AVENA C/FRUT,3,1.0,0.14,0,no,no,99,0,1.22,MORTO
Farmacia Procaccini,903947606,IDEAL SOLEIL STICK SPF50+ 9G,3,1.0,0.14,0,si,si,4,8,1.24,vende-rete
Farmacia Procaccini,951136338,ZINCOXIN 30CPR,3,1.0,0.14,0,no,no,1,0,3.77,MORTO
Farmacia Procaccini,947430423,COLPLATIR 500 30CPR,2,0.7,0.09,0,no,si,4,0,2.99,no-vend-7g
Farmacia Procaccini,985520838,VITGASE FORTE 18BUST,2,0.7,0.09,0,si,si,2,0,5.16,vende-rete
Farmacia Procaccini,985991239,FLEBOMIX 1000MG 90CPR,2,0.7,0.09,0,si,si,14,0,6.14,vende-rete
Farmacia Procaccini,987411737,RILASTIL SUN SPF50+ AGE REPAIR,2,0.7,0.09,0,si,si,4,7,2.28,vende-rete
Farmacia Procaccini,988099560,RESTOMYL DENTALBONES MINI,2,0.7,0.09,0,no,si,2,0,3.10,no-vend-7g
Farmacia Procaccini,926845203,MANNOSIO PURO CRISTALLI 50G,2,0.7,0.09,0,no,si,5,0,2.42,no-vend-7g
Farmacia Procaccini,951882760,KELUAL DS INTENSIVE SPRAY100ML,2,0.7,0.09,0,no,no,4,6,2.38,MORTO
Farmacia Procaccini,989414521,RETINORM FLASH 30STICK,2,0.7,0.09,0,no,si,3,0,3.63,no-vend-7g
Farmacia Procaccini,986699395,AVENE CICALFATE+ BALSAMO LABBR,2,0.7,0.09,0,no,no,3,4,1.65,MORTO
Farmacia Procaccini,970261398,"RUOTE PIROETTANTI DEAMBUL7,5CM",2,0.7,0.09,0,no,no,1,0,5.16,MORTO
Farmacia Procaccini,974058099,REOXALL 100S CREMA CANOVA 50ML,2,0.7,0.09,0,no,no,99,0,3.73,MORTO
Farmacia Procaccini,972553996,LENET OIL DETERGENTE 400ML,2,0.7,0.09,0,si,si,5,0,3.02,vende-rete
Farmacia Procaccini,974156592,RESTIVOIL LENIT ZERO 150ML TP,2,0.7,0.09,0,no,no,7,5,2.31,MORTO
Farmacia Procaccini,951062850,MAGICS SWIMPANTS LARGE 10PZ,2,0.7,0.09,0,no,si,99,0,1.50,no-vend-7g
Farmacia Procaccini,972786255,LASSIBEN 30CPR,2,0.7,0.09,0,no,no,2,0,2.36,MORTO
Farmacia Procaccini,907059240,RILASTIL CORPO TRAT SPEC RASSO,2,0.7,0.09,0,no,si,3,0,3.21,no-vend-7g
Farmacia Procaccini,950059434,MIGLIORIN GELLULE 180CPS,2,0.7,0.09,0,si,si,1,0,9.21,vende-rete
Farmacia Procaccini,971337860,BENEFIBRA POLVERE 155G,2,0.7,0.09,0,no,si,4,8,1.57,no-vend-7g
Farmacia Procaccini,941693691,VITACALM TUTTA NOTTE F/R 30CPR,2,0.7,0.09,0,no,no,6,0,2.19,MORTO
Farmacia Procaccini,987659099,NOTTE TANGERI CREMA CORPO200ML,2,0.7,0.09,0,no,no,8,6,7.86,MORTO
Farmacia Procaccini,987300047,MYINTIMITY SIERO INT ANTI AGE,2,0.7,0.09,0,si,si,99,0,3.51,vende-rete
Farmacia Procaccini,925632731,AUSILIUM BAU 100G,2,0.7,0.09,0,no,si,2,0,2.76,no-vend-7g
Farmacia Procaccini,974089575,SENSIBIO GEL MOUSSANT 200ML,2,0.7,0.09,0,no,si,4,6,2.18,no-vend-7g
Farmacia Procaccini,038140012,MYLICONGAS*50CPR MAST 40MG,2,0.7,0.09,0,si,si,99,20,2.87,vende-rete
Farmacia Procaccini,900975956,VITAMINA C 1000 180TAV,2,0.7,0.09,0,no,si,1,0,6.49,no-vend-7g
Farmacia Procaccini,982475321,SERENITY PANTS SD SENS EX M 12,2,0.7,0.09,0,no,si,13,0,2.37,no-vend-7g
Farmacia Procaccini,950612301,CORTISOL STOP 60CPS,2,0.7,0.09,0,no,si,99,0,3.46,no-vend-7g
Farmacia Procaccini,970430361,POLYPORUS MICOTHERAPY 90CPS VE,2,0.7,0.09,0,no,no,2,0,4.93,MORTO
Farmacia Procaccini,947430435,DOLVEDOL PLUS 20CPR RIVESTITE,2,0.7,0.09,0,si,si,1,0,3.64,vende-rete
Farmacia Procaccini,989397144,EUMEMOR 30CPR,2,0.7,0.09,0,si,si,3,0,3.73,vende-rete
Farmacia Procaccini,986741357,POLASE CLASSICO 60CPR,2,0.7,0.09,0,si,si,29,15,-0.11,vende-rete
Farmacia Procaccini,984159297,DEXERYL 250G,2,0.7,0.09,0,no,si,14,36,1.91,no-vend-7g
Farmacia Procaccini,950851042,PROATOP SPRAY CANI 50ML,2,0.7,0.09,0,si,si,1,0,4.30,vende-rete
Farmacia Procaccini,942805274,OMK1 LF SOL LIPO OFT STER 10ML,2,0.7,0.09,0,no,si,15,0,3.26,no-vend-7g
Farmacia Procaccini,931983136,BIO ESSENZE OLIO MAND DOLCI 1L,2,0.7,0.09,0,no,no,99,0,2.87,MORTO
Farmacia Procaccini,952099416,EUPHIDRA CORRETTORE DUO ROSS,2,0.7,0.09,0,no,no,1,3,2.24,MORTO
Farmacia Procaccini,950832055,BIOREPAIR ADV PROT COMPLETA50+,2,0.7,0.09,0,no,si,2,6,0.88,no-vend-7g
Farmacia Procaccini,990572669,PH FORMINIX DX3 GEL FORMICHE7G,2,0.7,0.09,0,no,no,99,0,1.20,MORTO
Farmacia Procaccini,926045687,"BIONIKE SHINE ON5,38 CAST CH C",2,0.7,0.09,0,no,si,2,1,1.43,no-vend-7g
Farmacia Procaccini,947138107,MONOI TIKI FONDOTINTA COMPATTO,2,0.7,0.09,0,no,si,1,0,4.41,no-vend-7g
Farmacia Procaccini,921232409,PESCURA FLAT ORIG BYCAST SAB38,2,0.7,0.09,0,no,si,1,0,12.08,no-vend-7g
Farmacia Procaccini,990860266,NORMAST MPS MICROGRANULI30BUST,2,0.7,0.09,0,si,si,8,0,3.75,vende-rete
Farmacia Procaccini,925646794,PELVILEN DUAL ACT 20BUST,2,0.7,0.09,0,no,si,5,0,3.71,no-vend-7g
Farmacia Procaccini,986091421,PURO SOS COLESTEROLO 60CPR DEG,2,0.7,0.09,0,no,si,99,0,0.00,no-vend-7g
Farmacia Procaccini,934545423,PRINCIPIUM EPA-3 FISH 90CPS,2,0.7,0.09,0,si,si,3,0,3.59,vende-rete
Farmacia Procaccini,902660745,CAVILON 3M FILM SPR 3346P 28ML,2,0.7,0.09,0,si,si,5,0,2.25,vende-rete
Farmacia Procaccini,951331418,SUN SECURE GOUTTES TEINTEES,2,0.7,0.09,0,no,no,2,6,2.53,MORTO
Farmacia Procaccini,984569855,"SHINE ON HSPLUS BIONDO CHI8,00",2,0.7,0.09,0,no,no,2,3,1.80,MORTO
Farmacia Procaccini,930669799,DERMOVITAMINA MICO ONICOMICOSI,2,0.7,0.09,0,si,si,17,10,2.31,vende-rete
Farmacia Procaccini,923588709,XERATOP LIPOCREMA 200ML,2,0.7,0.09,0,no,si,2,0,3.78,no-vend-7g
Farmacia Procaccini,981391410,AURIDROL GOCCE OTOLOGICHE 15ML,2,0.7,0.09,0,no,si,6,0,1.01,no-vend-7g
Farmacia Procaccini,980812578,PASTA HOFFMANN SELLA NAT 200ML,2,0.7,0.09,0,no,si,4,1,2.37,no-vend-7g
Farmacia Procaccini,972730612,BOSKIN CREMA 500ML,2,0.7,0.09,0,si,si,3,0,3.40,vende-rete
Farmacia Procaccini,951457629,ERITRIL PRO 20CPS,2,0.7,0.09,0,no,no,99,0,2.69,MORTO
Farmacia Procaccini,979383748,SODIO CLORURO 300CPS 500MG,2,0.7,0.09,0,no,si,1,0,7.68,no-vend-7g
Farmacia Procaccini,976967707,EDENIGHT UNG IPERTON HA 5G,2,0.7,0.09,0,no,si,2,0,3.60,no-vend-7g
Farmacia Procaccini,987669722,GIBAUD ORTHO WALKER BASSO TIB2,2,0.7,0.09,0,no,si,99,0,0.00,no-vend-7g
Farmacia Procaccini,986895807,KELUAL DS GEL MOUSSE DET 200ML,2,0.7,0.09,0,no,si,1,6,2.24,no-vend-7g
Farmacia Procaccini,990542971,COLESTEROLO BYE BYE T 180PAST,2,0.7,0.09,0,no,si,9,0,3.83,no-vend-7g
Farmacia Procaccini,989045707,REVEE OIL FACE&BODY 100ML,2,0.7,0.09,0,no,si,1,0,4.51,no-vend-7g
Farmacia Procaccini,935034405,EMACRIT 30CPS,2,0.7,0.09,0,si,si,23,0,3.35,vende-rete
Farmacia Procaccini,931079065,BETOTAL MIND PLUS 20BUST,2,0.7,0.09,0,no,si,5,7,1.60,no-vend-7g
Farmacia Procaccini,988669848,CORNEIAL GEL 10G,2,0.7,0.09,0,no,si,12,0,2.84,no-vend-7g
Farmacia Procaccini,035450016,DICLOREUM ACTIGEL*GEL 50G 1%,2,0.7,0.09,0,si,si,4,3,1.28,vende-rete
Farmacia Procaccini,902262500,TONIMER LAB SOFT SPRAY 125ML,2,0.7,0.09,0,no,no,99,1,3.40,MORTO
Farmacia Procaccini,903459016,FISIODERM DETERGENTE INTIMO,2,0.7,0.09,0,si,si,13,0,1.34,vende-rete
Farmacia Procaccini,952126112,PRINCIPIUM SUN BEAUTY 60CPR,2,0.7,0.09,0,no,no,5,0,3.26,MORTO
Farmacia Procaccini,978115970,AMPOULE C 30ML,2,0.7,0.09,0,no,si,5,4,4.00,no-vend-7g
Farmacia Procaccini,987383421,PELLISART 30CPR,2,0.7,0.09,0,no,no,1,0,4.01,MORTO
Farmacia Procaccini,951091762,TONIMER ISOTONIC STRONG SPRAY,2,0.7,0.09,0,si,si,1,2,2.16,vende-rete
Farmacia Procaccini,907303527,STERIMAR MN ALLERGIA NASALE,2,0.7,0.09,0,si,si,7,0,2.27,vende-rete
Farmacia Procaccini,927120283,VITAMONO EF USO ORALE 30CPS,2,0.7,0.09,0,si,si,3,0,3.74,vende-rete
Farmacia Procaccini,920015575,EAU THERMALE URIAGE 150ML,2,0.7,0.09,0,no,si,99,1,0.88,no-vend-7g
Farmacia Procaccini,951164209,MAGNESIO BISGLICINATO 60PAST,2,0.7,0.09,0,no,si,15,0,3.77,no-vend-7g
Farmacia Procaccini,935034355,EUMILL GOCCE OCULARI RINFR10ML,2,0.7,0.09,0,si,si,7,46,0.85,vende-rete
Farmacia Procaccini,984357297,VITAMONO E-PRO 30STICK ORODISP,2,0.7,0.09,0,si,si,1,0,3.91,vende-rete
Farmacia Procaccini,951365042,ANTHELIOS UVAIR SPF50+ 50ML,2,0.7,0.09,0,no,si,5,1,2.03,no-vend-7g
Farmacia Procaccini,922540455,SEBIUM GEL MOUSSANT 500ML,2,0.7,0.09,0,si,si,3,4,1.76,vende-rete
Farmacia Procaccini,921814683,OTOPROF SOL AURICOLARE 100ML,2,0.7,0.09,0,no,no,99,0,2.56,MORTO
Farmacia Procaccini,970384943,COLONLIFE 10CPR+10CPS,2,0.7,0.09,0,si,si,3,0,2.89,vende-rete
Farmacia Procaccini,927143913,RELAXINA PANIC 50CPS,2,0.7,0.09,0,no,no,1,0,7.77,MORTO
Farmacia Procaccini,926536564,CLORETRIX DETERGENTE 500ML,2,0.7,0.09,0,no,no,99,0,3.97,MORTO
Farmacia Procaccini,975067695,SEMI DI ZUCCA DECORTICATI 200G,2,0.7,0.09,0,no,no,99,0,1.61,MORTO
Farmacia Procaccini,951332840,DEFENCE COLOR GLOW KIT ILL+LIP,2,0.7,0.09,0,no,no,2,3,5.38,MORTO
Farmacia Procaccini,951376173,COLLAGENE LIQUIDO ANALCO 10FL,2,0.7,0.09,0,no,si,1,0,4.22,no-vend-7g
Farmacia Procaccini,984560882,"UREAL NM 30BUSTE 17,2G",2,0.7,0.09,0,no,no,99,0,17.70,MORTO
Farmacia Procaccini,926741758,EPITACT SPORT UNGHIE LIVIDE L,2,0.7,0.09,0,no,no,2,0,3.73,MORTO
Farmacia Procaccini,990612400,LONGLIFE METABO STIM 60CPS,2,0.7,0.09,0,no,no,99,0,5.73,MORTO
Farmacia Procaccini,945029229,SOMAT SKIN EX RASSOD CRP 200ML,2,0.7,0.09,0,no,no,2,5,4.48,MORTO
Farmacia Procaccini,951164336,SOMAT SKIN EX BODY AGE 28STICK,2,0.7,0.09,0,no,no,1,3,11.79,MORTO
Farmacia Procaccini,990001998,MULTILADY 60CPS VEGET NF,2,0.7,0.09,0,no,no,99,0,4.93,MORTO
Farmacia Procaccini,974477503,TRICORED PLUS 30CPS,2,0.7,0.09,0,no,no,2,0,3.97,MORTO
Farmacia Procaccini,973282611,VOLUMIS ELITE VISO CORPO 200ML,2,0.7,0.09,0,no,si,2,0,7.32,no-vend-7g
Farmacia Procaccini,975984598,VERTIWIN 30CPR,2,0.7,0.09,0,no,no,1,0,2.88,MORTO
Farmacia Procaccini,990085348,ARGIVIT RICARICA+ 14BUST,2,0.7,0.09,0,no,no,1,0,4.77,MORTO
Farmacia Procaccini,950965259,FILORGA XMAS COFFRET TIME 2025,2,0.7,0.09,0,no,no,5,6,19.97,MORTO
Farmacia Procaccini,974425439,KELP 300TAV,2,0.7,0.09,0,no,no,99,0,2.25,MORTO
Farmacia Procaccini,970981852,POLSIERA MANULITE S,2,0.7,0.09,0,no,no,99,0,8.56,MORTO
Farmacia Procaccini,975427360,GIBAUD CLASSIC CINT POSTOP LE6,2,0.7,0.09,0,no,no,5,0,3.95,MORTO
Farmacia Procaccini,973499852,OLIO DEL RE SPRAY NASALE 30ML,2,0.7,0.09,0,no,si,5,0,1.49,no-vend-7g
Farmacia Procaccini,990553380,EUREKOL VITREO 30CPS,2,0.7,0.09,0,no,si,5,0,2.69,no-vend-7g
Farmacia Procaccini,971655067,BARIEDERM UNGUENTO 40G,2,0.7,0.09,0,no,no,10,1,3.03,MORTO
Farmacia Procaccini,979256928,OMRON SFIGMO BRACCIO M3 COMF I,2,0.7,0.09,0,no,no,99,1,24.82,MORTO
Farmacia Procaccini,103249025,NEOFORACTIL SPRAY*250ML,2,0.7,0.09,0,no,no,2,0,1.26,MORTO
Farmacia Procaccini,989054883,GLUCOMANNANO PURO 120CPR,2,0.7,0.09,0,no,no,1,0,2.72,MORTO
Farmacia Procaccini,981254687,PIGMENTBIO FOAMING CREAM 200ML,2,0.7,0.09,0,no,no,99,2,2.46,MORTO
Farmacia Procaccini,987388535,PHOTODERM SPRAY 30+ 300ML,2,0.7,0.09,0,no,no,99,2,3.40,MORTO
Farmacia Procaccini,921232676,PESCURA HEEL ORIG BYCAST SAB40,2,0.7,0.09,0,no,no,99,0,13.11,MORTO
Farmacia Procaccini,923539670,KRIN UP ANDRO 30CPS,2,0.7,0.09,0,si,si,6,0,3.38,vende-rete
Farmacia Procaccini,990144178,SAMBUCUS NIGRA 500ML,2,0.7,0.09,0,no,no,99,0,4.57,MORTO
Farmacia Procaccini,990685618,AMARENA SOFFICE CREMA CORPO,2,0.7,0.09,0,no,no,6,5,3.57,MORTO
Farmacia Procaccini,972522849,GIBAUD ORTHO INTELLISLING 15 0,2,0.7,0.09,0,no,no,3,0,14.30,MORTO
Farmacia Procaccini,975433095,AFTER BITE CREMA NATURAL 20ML,2,0.7,0.09,0,no,no,5,19,1.36,MORTO
Farmacia Procaccini,990542843,CLEARBLUE TEST GRAVIDANZA 3PZ,2,0.7,0.09,0,no,no,1,0,2.21,MORTO
Farmacia Procaccini,989869072,DEO PRO ACTIVE ROLL 50G PROMO,2,0.7,0.09,0,no,no,1,3,1.22,MORTO
Farmacia Procaccini,034936171,FLUIMUCIL MUCOL*10CPR EFF600MG,2,0.7,0.09,0,si,si,99,2,2.14,vende-rete
Farmacia Procaccini,951361056,BONASE VIS 20STICK,2,0.7,0.09,0,no,no,4,0,5.54,MORTO
Farmacia Procaccini,982461143,DENSITIUM ROSE ECLAT RENO 50ML,2,0.7,0.09,0,no,no,3,0,5.24,MORTO
Farmacia Procaccini,943245290,EUPH FILLER CR LEVIGANTE,2,0.7,0.09,0,no,no,99,3,5.48,MORTO
Farmacia Procaccini,904560428,QUILENE GEL 50ML,2,0.7,0.09,0,no,no,3,0,2.95,MORTO
Farmacia Procaccini,977367150,IRIS COLLEZIONE PROFUMI 15ML,2,0.7,0.09,0,no,no,12,5,4.85,MORTO
Farmacia Procaccini,903570113,SERENITY PANN SAG MAXI 30PZ,2,0.7,0.09,0,no,no,99,0,3.44,MORTO
Farmacia Procaccini,982592964,COCCO BAGNOCREMA 100ML,2,0.7,0.09,0,no,no,8,3,2.70,MORTO
Farmacia Procaccini,951305147,VINOSUN OLIO SOLARE ABBR SPF50,2,0.7,0.09,0,no,no,12,21,7.92,MORTO
Farmacia Procaccini,104687177,VECTRA 3D*3PIP 25-40KG VIOLA,2,0.7,0.09,0,no,si,1,0,3.77,no-vend-7g
Farmacia Procaccini,989633805,ANTHELIOS LATTE UVMUNE 150ML,2,0.7,0.09,0,no,no,3,4,2.12,MORTO
Farmacia Procaccini,951677614,PHYSIOMANCE SUGARLESS 30CPS,2,0.7,0.09,0,si,si,5,0,3.88,vende-rete
Farmacia Procaccini,906093758,BIOGEL CAPPUCCIO PIC BLIST 1PZ,2,0.7,0.09,0,no,no,99,0,1.60,MORTO
Farmacia Procaccini,983175377,SHOULDERCROSS ORTESI SPAL DX L,2,0.7,0.09,0,no,no,99,0,21.98,MORTO
Farmacia Procaccini,950921231,MYODESONORM 30BUST,2,0.7,0.09,0,no,si,1,0,6.20,no-vend-7g
Farmacia Procaccini,951210677,SAUBER DEOACTIVE CREMA 35ML,2,0.7,0.09,0,no,no,99,0,1.40,MORTO
Farmacia Procaccini,902224258,GOMITIERA ELASTICA 2085 M OPPO,2,0.7,0.09,0,no,no,3,0,2.13,MORTO
Farmacia Procaccini,985991924,ALIMENTAZIONE DED MIX PANE500G,2,0.7,0.09,0,no,no,99,0,0.99,MORTO
Farmacia Procaccini,989669849,DEFENCE SUN 50+ BB&KID SPRAY,2,0.7,0.09,0,no,si,9,13,3.40,no-vend-7g
Farmacia Procaccini,983383035,SIG DELILAH 140 FLAT AT P SKI5,2,0.7,0.09,0,no,no,2,0,4.61,MORTO
Farmacia Procaccini,972379008,DIGER AID ENZYMATIC 20CPR,2,0.7,0.09,0,no,no,99,0,2.03,MORTO
Farmacia Procaccini,978401370,YAMAMOTO R ASHWAGANDHA 30CPS,2,0.7,0.09,0,no,no,3,0,2.06,MORTO
Farmacia Procaccini,987867607,ZREEN Q10 UBIQUINOLO 100ML,2,0.7,0.09,0,no,no,2,0,10.32,MORTO
Farmacia Procaccini,982733661,REVEE SCAR GEL 60G,2,0.7,0.09,0,no,no,1,0,14.07,MORTO
