minsan;nome;categoria;prezzo;domanda_rete_30g;best_mercato
904420270;CALMI' GOCCE 30ML;Calmanti;11.03;2.00;11.26
044038053;MAALOX*40CPR MAST 400MG+400MG;Antiacidi,Meteorismo;10.79;2.00;10.85
950980856;ESI ARTIGLIO DIAVOLO GEL 100ML;Apparato muscolo scheletrico;10.60;2.00;10.70
008891018;DENTINALE*PASTA GENGIVALE 25G;Patologie di bocca e labbra,Dentifrici;9.89;2.00;10.08
034603011;VERUNEC*FL 15G+15G/100G COLLOD;Dermatologici;9.73;2.00;10.49
024428272;MUCOSOLVAN*SCIR 200ML 15MG/5ML;Tosse;9.37;2.00;10.72
904077385;RINOREX SPRAY NASALE 50ML;Naso;8.84;2.00;9.84
944778113;ROUGJ SOLARE SPF30 100ML;Corpo,Corpo;8.73;2.00;11.44
906480138;SILVANA 10F 5ML;Igiene;8.58;2.00;9.66
943303519;AFTAMED JUNIOR GEL 10ML;Patologie di bocca e labbra,Cavo orale;8.47;2.00;9.43
906780667;EUPHIDRA AMIDO OLIO CORPO200ML;Corpo;7.92;2.00;7.72
922903265;CLIADENT COLLUT 0,05% 200ML;Collutori;7.68;2.00;7.90
981076072;THERMACARE FASC COL/SPA/POLS2P;Cerotti;6.92;2.00;7.30
932178395;INTERPROX PLUS SUPERMICRO 6PZ;Accessori per la pulizia dei denti;6.36;2.00;6.52
026608101;EFFERALGAN*10SUPP 300MG;Febbre,Analgesici;6.17;2.00;6.82
979779978;CONTROL NON STOP DOTS&LINES6PZ;Contraccettivi;5.78;2.00;6.31
908215864;CONVEEN LACCI VELCRO 2PZ 5050;Cateteri e altri accessori;5.38;2.00;5.77
903055109;EUPHIDRA AMIDOMIO CREMA IDRAT;Tonici / idratanti;5.35;2.00;6.53
022088064;TANTUM VERDE*NEBUL 30ML 0,15%;Gola,Patologie di bocca e labbra;5.29;2.00;6.69
032159016;LACRIMART*COLL 10ML 0,01%+0,15;Preparati;4.98;2.00;5.12
925897276;TEPE SCOVOLINO GIALLO 0,7 6PZ;Accessori per la pulizia dei denti;4.70;2.00;5.44
975063239;CEROTTO SPRAY;Disinfettanti e medicazioni;4.61;2.00;4.72
921581841;ELMEX BIMBI EDUCATIVO 0/3ANNI;Spazzolini;3.79;2.00;3.74
908485701;GL1 M&D SALBE CREMA 50ML;Idratanti / Nutrienti;3.63;2.00;3.91
935660845;VAPE RICARICA PIASTR 30PZ;Insetticidi e disinfestanti;3.43;2.00;3.59
926522222;CER PIC DELICATE MIX 20PZ;Cerotti;3.41;2.00;2.38
930550658;CER ROC ICOPIUMA TNT C 2,5X500;Cerotti;2.89;2.00;1.87
911464980;CER ROC CLAS FIX SKIN 2,5X500;Cerotti;2.79;2.00;4.08
023766025;ALGOFEN*12CPR RIV 200MG;Apparato muscolo scheletrico,Analgesici;2.68;2.00;2.47
980195097;CHILLY SALVIETTE INT DEL 12PZ;Detergenti;2.38;2.00;2.63
909286243;ZIGULI BANANA 36PALLINE 22G;Alimentari;2.13;2.00;2.00
909840415;ZIGULI ALBICOCCA 36PALLINE 22G;Alimentari;2.09;2.00;2.00
986718777;CEROTTO ACQUA 7X2 SOFARMAPIU';Cerotti;1.89;2.00;1.76
988014256;GLUCOJECT LANCETS EX G33 25PZ;Presidi,Autodiagnostici;1.67;2.00;1.60
989888565;GRANI LUNGAVITA 35G SOFARMAPIU;Stipsi e transito intestinale;1.66;2.00;3.46
910372109;FORHANS SPAZZOLINO PROFESS MED;Spazzolini;1.44;2.00;1.74
986885337;SALVIETTINE IGIEN SOFARMAPIU';Disinfettanti e medicazioni;1.38;2.00;1.36
973270465;WELLION LANC PUNG WL G28 25PZ;Presidi;1.16;2.00;1.09
981067731;GISAFE MAS CHIR IIR AD AZZ 10P;D.P.I.;1.13;2.00;1.12
986867289;SALVIETTINE CAMO BB SOFARMAPIU;Detergenti;0.98;2.00;0.78
975941612;ONETOUCH DELICA PLUS LANC 25PZ;Presidi,Test;0.92;2.00;0.94
985657600;SPAZZOLINO TOT MORB SOFARMAPIU;;0.90;2.00;1.09
985657598;SPAZZOLINO TOT DURO SOFARMAPIU;;0.87;2.00;5.28
985657624;SPAZZOLINO WHIT DUR SOFARMAPIU;;0.87;2.00;1.09
949435667;TRIGAN LOZIONE ANTICADUTA100ML;Topici;40.76;1.00;42.67
940275009;LIFTACTIV COLLAGEN S 16 CR RIC;Topici,Antirughe;32.77;1.00;32.78
989657491;CS UV AGE SPF50+ 80ML;Corpo,Corpo;31.51;1.00;27.95
988153161;AQUAVIS AKTOREPAIR GEL 75ML;Tonici / idratanti;25.50;1.00;29.12
982754828;RILASTIL HYDROTENSEUR CR CONT;Topici,Antirughe;24.62;1.00;23.50
976014391;COATEX 60CPS;Mangimi;23.62;1.00;25.00
100085036;NEMEX CANI*OS PASTA TUBO 24G;;21.97;1.00;24.95
979821891;STIEN PET LINE 80CPR GATT/CANI;Mangimi;21.68;1.00;24.39
982490296;ASPERSINA VOLUME+ CREMA VISO;;21.48;1.00;21.37
989018155;FLORENTERO ACT 30ML;Mangimi;20.94;1.00;19.05
907284754;SKINSAN ATTIVO SH/DOCCIA 500ML;Shampoo;20.18;1.00;21.90
931586212;GLOBIN PLUS 24CPS;Tonici psico/fisici;19.21;1.00;20.85
976400972;ALLERG MU 30CPS;Raffreddore;19.16;1.00;19.79
943911750;PINEAL NOTTE GOCCE 50ML;Calmanti;18.98;1.00;19.42
926491251;EUTYLIA MAMMA 30CPS MOLLI;Preparati;18.75;1.00;18.76
934546058;CEFALT 20BUST;Apparato muscolo scheletrico;17.76;1.00;19.60
935899765;LACTIBIANE ATB 10CPS;Fermenti lattici;17.56;1.00;20.22
926985197;LUBRIAL SPRAY 15ML;Preparati;16.96;1.00;19.44
939464424;CLIAXIN SPRAY S/GAS 100ML;Idratanti;16.89;1.00;18.90
907152779;GLOBALFE 30CPS MOLLI;Preparati;16.49;1.00;16.92
939774509;FLOGAN DAY CREMA 100ML;Gambe;16.36;1.00;17.50
989015108;RINOSTIL SPRAY 24ML;Naso;16.21;1.00;17.64
943266813;M-REF 24STICK 10ML;Antiacidi;16.03;1.00;17.25
988032708;TOLERIANE KERIUM DS CONC 40ML;Tonici / idratanti;15.63;1.00;17.89
972154987;BIFIDEX 12BUST;Drenanti;15.55;1.00;17.25
983740034;EFFACLAR H ISO BIOME LAV 200ML;Igiene;15.44;1.00;16.80
981042979;RILASTIL XEROLACT PB BALS200ML;Idratanti;14.89;1.00;15.58
941495362;EUPHIDRA KA LATTE SOLARE ABBR6;Corpo,Corpo;14.85;1.00;10.81
938322258;IMMUDEK JOY FRAGOLA 200ML;Sistema immunitario;14.57;1.00;16.48
976401303;PERLAVIT GOCCE 9ML;Preparati;14.40;1.00;14.88
930131596;CLIAVIT GOCCE 30ML;Associazioni minerali-vitamine;13.83;1.00;15.36
927586317;TUSSIX AIR 10F;Naso;13.79;1.00;14.92
979683620;EBERFLOR 12FL 10ML;Fermenti lattici;13.77;1.00;14.68
944033075;SHEDIRFLU 600 NAXX ARA 20BUST;Tosse;13.20;1.00;14.51
982935316;FILORIN SPRAY NASALE IPER 3%;Naso;13.12;1.00;14.50
926235399;PASTA D'ACHILLE ULTRA LEVIGANT;Piedi;13.02;1.00;17.20
951091723;BIOMAVET CANE 750MG 12CPR;Mangimi;12.83;1.00;14.47
909478796;RECKEWEG R8 SCIR 150ML;;12.80;1.00;11.20
010386023;HIRUDOID 25000UI*GEL 40G;Circolazione;12.72;1.00;14.28
921837264;CLIATUSS SCIROPPO 150ML;Tosse;12.56;1.00;13.59
019875057;CONNETTIVINA*10GARZE 2MG 10x10;Dermatologici,Disinfettanti e medicazioni;12.40;1.00;12.91
930577402;ACTENACOL GOCCE 12ML;Meteorismo;12.30;1.00;13.10
931092340;LENITUX 100ML;Tosse;12.29;1.00;13.70
939284131;GOLADEK SPRAY NO ALCOOL 25ML;Gola;11.75;1.00;12.75
943783276;GOLADEK JUNIOR SPRAY 25ML;Gola,Infanzia;11.75;1.00;12.75
947243097;ROUGJ SOLARE SPF50+ VISO A/MAC;Viso,Viso;11.44;1.00;15.35
925821670;UNICO OLIO DA BAGNO 200ML;Detergenti;11.43;1.00;16.44
989051774;TENA PANTS EXTRA PLUS XL 12PZ;Pannoloni;11.28;1.00;11.09
981516331;VAGISIL GEL LUBRIFICANTE 30G;Altri prodotti;11.18;1.00;9.83
975084993;EFFACLAR AI ANTI IMPERF 15ML;Acne;11.15;1.00;12.32
909467742;PAEONIA HEEL 50CPR;;11.14;1.00;11.58
978241495;ARTIDIA 60G;Corpo;11.05;1.00;11.86
908569977;MOM SHAMPOO SCHIUMA 150ML;Preparati,Shampoo;10.75;1.00;11.54
925705776;RINOREX DOCCIA BICARB 15F 5ML;Naso;10.69;1.00;14.70
908297310;DEBROX GOCCE AURICOLARI 15ML;Orecchio;9.65;1.00;10.77
025940091;AULIN*GEL 50G 3%;Apparato muscolo scheletrico;9.04;1.00;9.32
951381490;CERAVE STICK SOLARE SPF50+ 8G;Viso,Viso;8.99;1.00;8.90
976784696;STERILENS IDRA REMEDY 10ML;Preparati;8.24;1.00;4.14
986885376;SELFTEST HELICOBAC SOFARMAPIU';Test;7.80;1.00;11.45
989634567;FAVE DI FUCA GENTILE 40CPR NEW;Stipsi e transito intestinale;6.87;1.00;7.25
032790038;LASONIL ANTINFIAMM*12CPR 220MG;Apparato muscolo scheletrico,Ciclo Mestruale,Analgesici;6.84;1.00;7.41
902535994;ORSOVIT CARAM GOMM S/GLUT 60PZ;Associazioni minerali-vitamine,Preparati;6.53;1.00;7.48
989634516;L'ANGELICA TISANA DRENA 20FILT;Drenanti;6.51;1.00;4.99
026608075;EFFERALGAN*20CPR EFF 330+200MG;Febbre,Analgesici;6.24;1.00;7.46
901559649;ARGILLA POLV 1KG;;5.76;1.00;5.14
904810482;HUMANA BC POLVERE ASPERSORIA;Protettivi per la pelle;5.71;1.00;4.36
975007511;VERSET HARRY EDP 15ML;Profumi / deodoranti;5.39;1.00;6.63
983373061;PARODONTAX GENGIVE+ALITO EXTRA;Dentifrici;5.15;1.00;5.08
926522549;CER PIC SOFFIX MED 10X12 5PZ;Cerotti;4.88;1.00;4.63
925897264;TEPE SCOVOLINO BLU 0,60MM 6PZ;Accessori per la pulizia dei denti;4.83;1.00;4.84
976784710;STERILENS IDRA ACTIVE 10ML;Lenti a contatto;4.82;1.00;5.17
987025727;PIC SOFT WASH SCHIZZETTO 125ML;Stipsi e transito intestinale;4.76;1.00;5.00
978503908;GUM BI-DIRECTION MICROFINE2314;Accessori per la pulizia dei denti;4.56;1.00;4.57
901179010;TIMODORE POLVERE 75G;Piedi;4.52;1.00;4.89
985657749;PADELLA AMMALATI SOFARMAPIU';Camera del malato/materiale da ospedale;4.20;1.00;4.32
987318072;GUM SOFT PICK PRO SMALL 30PZ;Accessori per la pulizia dei denti;4.07;1.00;4.09
938752247;TANTUM VERDE NATURA PAST LI&MI;Gola;3.98;1.00;4.86
944763212;TALCO MENTOLATO ZETA 100G;Protettivi per la pelle;3.96;1.00;3.09
911464954;CER ROC SENS FIX 2,5X500CM F;Cerotti;3.91;1.00;3.25
974367916;HANSAPLAST SPRAY FERITE 100ML;Cerotti,Disinfettanti e medicazioni;3.90;1.00;3.99
908755073;AMUCHINA 100% 250ML;Disinfettanti e medicazioni;3.80;1.00;3.90
970391342;CER PIC DELICATE S ANTIB 10PZ;Cerotti;3.76;1.00;4.06
912284445;GHIACCIO PIC ICE SPRAY 150ML;Ghiaccio istantaneo;3.76;1.00;4.00
926522335;CER PIC DELICATE BI CM8X0,5M;Cerotti;3.74;1.00;2.97
931999357;VALERIANA VITI 30CPR RIVESTITE;Calmanti;3.74;1.00;3.95
988248187;TAPPI AURICOLARI 10PZ SOFARMAP;Orecchio,D.P.I.;3.74;1.00;7.90
947236523;ROUGJ MATITA OCCHI NE AUT;Trucco;3.73;1.00;4.35
989980735;PIC SOLUTION DOPOPUNTURA AMMON;Lenitivi;3.62;1.00;4.73
900160971;CER ROC LEUKOPOR 2,5X500CM;Cerotti;3.57;1.00;3.41
986718967;ROCCHETTO TELA 5X5 SOFARMAPIU';Cerotti;3.47;1.00;3.22
912316635;GHIACCIO PIC FAST ICE 2PZ;Ghiaccio istantaneo;3.38;1.00;3.40
936204306;EUPH SALV STRUCCANTI 20PZ;Detergenti / struccanti;3.31;1.00;3.42
971980622;MEDIPRESTERIL CER DELIC S 10PZ;Cerotti;3.23;1.00;2.85
988057321;PIC CER VESCICHE18X61MM DITA6P;Piedi;3.21;1.00;3.28
909210130;PIETRA POMICE COMPOSTA C/CORDI;Piedi;3.18;1.00;3.09
987844774;CEROTTO CALLIF TO SOFARMAPIU';Piedi;3.14;1.00;3.01
988028460;CONI AURICOLARI SOFARMAPIU 2PZ;Orecchio;3.13;1.00;3.14
925856611;LIMA PER UNGHIE PIEDI;Accessori,Piedi;3.08;1.00;3.31
971394465;BIOREPAIR JUNIOR 6-12ANNI 75ML;Dentifrici,Igiene;3.06;1.00;3.18
950964953;PHARMAMENTIS OTOCONI 2PZ;Orecchio;2.98;1.00;3.23
922987971;BIOREPAIR KIDS 0-6;Dentifrici,Infanzia;2.77;1.00;2.47
906558034;FORHANS SP WHITE DENTIF 75ML;Dentifrici;2.69;1.00;2.98
985915572;SUPPOSTE GLICEROLO AD 18PZ;Stipsi e transito intestinale;2.57;1.00;1.87
986718827;CEROTTO ACQUA ASSOR SOFARMAPIU;Cerotti;2.31;1.00;1.96
926522362;CER PIC STRISCIA ROSA CM8X0,5M;Cerotti;2.31;1.00;2.92
926522196;CER PIC DELICATE 19X72MM 20PZ;Cerotti;2.29;1.00;2.18
926646959;BENDA PIC B 10X4,5M F;Bende e garze;2.24;1.00;1.78
921812020;CERULICONO CONO AURICOLARE 2PZ;Orecchio;2.21;1.00;4.45
986718955;ROCCHETTO TELA5X2,5 SOFARMAPIU;Cerotti;2.13;1.00;2.00
908467778;GALATINE LATTE 50G;Alimentari;2.07;1.00;2.02
909286229;ZIGULI FRAGOLA 36PALLINE 22G;Alimentari;1.99;1.00;2.00
908925718;STICK DOPOBARBA 7,5G;Prodotti per la barba;1.76;1.00;2.43
935376158;SENSODYNE SPAZZOLINO MULTICARE;Spazzolini;1.74;1.00;3.83
986867048;DISCHETTI STRUCCANT SOFARMAPIU;Detergenti / struccanti;1.73;1.00;1.74
970976938;ALCOOL ETILICO DENAT 90 250ML;Disinfettanti e medicazioni;1.60;1.00;1.76
982948921;LINES INTERVALLO FRESH RIP16PZ;Assorbenti;1.32;1.00;1.49
931637211;PROFAR COTONE INDIA EXTRA 50G;Cotone e tamponi;0.70;1.00;1.45
925605851;GAMMADIS DEFLUSSORE C/AGO;Camera del malato/materiale da ospedale;0.58;1.00;0.59
987251016;DEFLUSSORE C/AGO SOFARMAPIU';;0.54;1.00;0.47
900520685;BILANCIA SANIT STADERA 140KG;Bilance;970.46;0.00;970.46
983466855;LOPHLEX SELECT 20 PESCA 30PZ;Metabolismo;915.10;0.00;915.10
986898450;HOLTER ECG+SOFTWARE;Altre apparecchiature,Elettromedicali;528.20;0.00;422.80
975350632;AVELLE MEDICAZIONE 12X41CM 5PZ;Disinfettanti e medicazioni;478.95;0.00;478.96
981929363;PERISTEEN PLUS REG CATET+SACCA;;371.92;0.00;371.92
985494020;EKEEP A1 HIPOKEEP TUT ANCA SX;Articoli contenitivi;362.20;0.00;340.30
985494006;EKEEP A1 HIPOKEEP TUT ANCA DX;Articoli contenitivi;353.41;0.00;334.24
984825125;ORALB IO 9 WHITE SPAZZ+2REFILL;Spazzolini;334.84;0.00;185.44
947254381;PROFHILO BODY KIT;Topici,Antirughe;323.69;0.00;223.26
987857226;EKEEP G4 RAPTOR TUT GINOCC SX2;Articoli contenitivi;323.01;0.00;311.32
987857188;EKEEP G4 RAPTOR TUT GINOCC DX2;Articoli contenitivi;323.01;0.00;311.24
987857238;EKEEP G4 RAPTOR TUT GINOCC SX3;Articoli contenitivi;320.21;0.00;311.20
987857190;EKEEP G4 RAPTOR TUT GINOCC DX3;Articoli contenitivi;320.21;0.00;311.19
906370224;BAGNOMARIA RAME C/SUPP;Materiale per Farmacie;312.03;0.00;312.04
925336442;AQUACEL AG+ EXTRA 20X30CM 5PZ;Disinfettanti e medicazioni;282.07;0.00;236.59
931572681;ALIAXIN GP SIR INTRAD 1ML 2PZ;Topici,Antirughe;272.03;0.00;108.90
900520673;BILANCIA AMBULATORIALE 150KG;Bilance;246.56;0.00;246.57
982474280;GRANULOX MEDIC SPRAY EMO 12ML;Disinfettanti e medicazioni;246.19;0.00;246.19
981929211;PERISTEEN PLUS REG CATET RE10P;;245.39;0.00;245.39
987776717;GUAM SEATHERAPY AXA SUPR LIBRO;Topici,Antirughe;241.57;0.00;145.20
973350895;KD GEL SIR INTRA-ART 2,5%;Apparato muscolo scheletrico;239.53;0.00;239.53
922365349;AQUACEL SURGICAL 9X30CM 10PZ;Disinfettanti e medicazioni;238.41;0.00;170.79
939460592;BIATAIN AG N/ADES PUR 15X15 5P;Disinfettanti e medicazioni;231.25;0.00;207.33
926687474;BIATAIN SIL AG ADES 15X15 5PZ;Disinfettanti e medicazioni;229.71;0.00;206.37
930666894;AQUACEL AG SURGICAL 9X25 10PZ;Disinfettanti e medicazioni;227.03;0.00;202.96
986718334;MICO ONCO 300ML+30CPS;Sistema immunitario;223.46;0.00;205.91
939460628;BIATAIN AG N/ADES PUR 10X20 5P;Disinfettanti e medicazioni;222.58;0.00;199.99
903009759;BENDA GELOSTRETCH M7X10CM 10PZ;Disinfettanti e medicazioni;221.11;0.00;23.39
930666843;AQUACEL SURGICAL 9X25CM 10PZ;Disinfettanti e medicazioni;219.52;0.00;219.53
984552974;SONICARE SPAZZOLINO DIAM 9000;Spazzolini;218.96;0.00;135.94
976003879;INTERDRY 25X366CM 1PZ;Disinfettanti e medicazioni;214.56;0.00;18.99
981929375;PERISTEEN PLUS CATET CONO KIT;;202.64;0.00;187.51
985776463;EKEEP K35 HYPERKEEP IPERESTE 4;Articoli contenitivi;201.62;0.00;198.07
985776400;EKEEP K35 HYPERKEEP IPERESTE 2;Articoli contenitivi;200.36;0.00;200.36
985776436;EKEEP K35 HYPERKEEP IPERESTE 3;Articoli contenitivi;195.88;0.00;195.89
975524087;MODERMA FLEX AP CONV S MA15-55;Stomia;193.62;0.00;184.06
987718792;ORALB POWER ORAL CENTER+IO6;Spazzolini;193.41;0.00;139.88
986826194;GASTROCURE 24SIR 50G;Mangimi;193.19;0.00;177.94
930666882;AQUACEL AG SURGICAL 9X15 10PZ;Disinfettanti e medicazioni;189.66;0.00;189.66
961635416;ESTEEM+ FLEX SAC CH 20/43 30PZ;Stomia;189.45;0.00;165.26
975816315;COLPHARMA MAGNETO CARE HOME;Apparecchiature;184.09;0.00;138.96
973649130;MIELE DI MANUKA 900 MGO 500G;Alimentari;180.05;0.00;168.84
971732348;ESTEEM+ FLEX SAC CH 20/35 30PZ;Stomia;179.39;0.00;179.40
978103226;SYNOLIS V-A 80/160 MONO 4ML;Apparato muscolo scheletrico;178.75;0.00;129.98
980781431;LOFRIC HYDRO KIT CH10 D 20CM;Cateteri e altri accessori;177.07;0.00;177.08
910516703;TELO SALVAMAT 80X210CM 100PZ;Cateteri e altri accessori;174.13;0.00;174.14
978919595;GLUPACUR 200CPR MASTIC;Mangimi;171.99;0.00;146.50
930666868;AQUACEL AG SURGICAL 9X10 10PZ;Disinfettanti e medicazioni;170.49;0.00;155.87
980781330;LOFRIC HYDRO KIT CH16 U NEL 40;Cateteri e altri accessori;167.87;0.00;160.01
904692579;BIATAIN IBU PUR 20X20 5PZ;Disinfettanti e medicazioni;161.84;0.00;152.71
976192070;ALEVICA 200CPR MASTICABILI;Mangimi;161.38;0.00;135.00
976920708;LIQUICK X-TREME P ERG43CM CH12;Cateteri e altri accessori;159.11;0.00;145.77
924721943;AQUACEL AG FOAM ADES 17,5X17,5;Disinfettanti e medicazioni;158.92;0.00;114.69
927284911;MY MOBILITAS FASCIA DOP SP M;Articoli contenitivi;158.58;0.00;158.59
980781456;LOFRIC HYDRO KIT CH14 D 20CM;Cateteri e altri accessori;151.54;0.00;151.55
971096615;COMFEEL PLUS SOLLIEVO 15CM 10P;Disinfettanti e medicazioni;151.12;0.00;150.87
903923542;ALTERNA MIO URO SACCA MX 420ML;Stomia,Cateteri e altri accessori;146.88;0.00;130.75
976386134;OMRON SFIGMO POLSO RS7;Sfigmomanometri,Elettromedicali;146.24;0.00;79.35
977692728;MAM TIRALATTE ELETTRICO 2IN1;Accessori per l'alimentazione;145.90;0.00;108.25
912943418;ARTHRUM H 2% SIR INTRA-ART 3PZ;Apparato muscolo scheletrico;145.74;0.00;135.84
982501734;LEVADOL GEL 40H SIR INTRA-ART;Apparato muscolo scheletrico;144.41;0.00;144.42
950062911;CH TIRALATTE INDOSSABILE DOPP;Indumenti e accessori pre-post parto;144.24;0.00;127.62
905439954;URINOCOL SACCA S/VAL PED M 100;Stomia,Cateteri e altri accessori;141.64;0.00;141.64
900604582;KALTOSTAT 10MEDIC 15X25 9254;Disinfettanti e medicazioni;141.12;0.00;126.87
800174827;EBV-VA 60CPS IMMUNOVANDA;;140.98;0.00;140.94
934158332;FOSFA2 URTO CREMA CORPO 500ML;Anticellulite / smagliature / rassodanti;139.81;0.00;139.82
924932116;SENSURA MIO URO MAXI TRASP30PZ;Stomia;139.29;0.00;129.96
975896453;GIBAUD ORTHO DORSOLOMBOGIB 5;Articoli contenitivi;138.88;0.00;131.67
924932104;SENSURA MIO URO MAXI OPACA30PZ;Stomia;138.79;0.00;138.79
975896426;GIBAUD ORTHO DORSOLOMBOGIB 2;Articoli contenitivi;138.00;0.00;131.62
909102978;ALTERNA SAC MAXI 10/55MM 5585;Stomia,Cateteri e altri accessori;137.87;0.00;137.88
930765781;CLOREXYDERM SHAMPOO 5L;Veterinaria;135.26;0.00;135.26
938749975;SENSURA SAC URO 10/76 MAXI 30P;Stomia,Cateteri e altri accessori;132.63;0.00;126.70
924721893;AQUACEL AG FOAM N/ADES 20X20;Disinfettanti e medicazioni;131.12;0.00;131.13
982821098;EKEEP N2 ELBOWKEEP ROM GOM SX;Articoli contenitivi;130.60;0.00;130.60
900529734;SET IMMOBILIZZAZIONE GONF ARTO;Camera del malato/materiale da ospedale;129.03;0.00;129.03
927497406;EKEEP S2 SHOULDER STABIL TG01;Articoli contenitivi;128.30;0.00;108.48
924721970;AQUACEL AG FOAM ADES 20X17SACR;Disinfettanti e medicazioni;127.87;0.00;94.19
971970429;EKEEP S2 SHOULDER STABIL TG05;Articoli contenitivi;126.57;0.00;126.57
950226225;ORALB POWER IO5 S WHITE;Spazzolini;126.50;0.00;93.90
986009280;EVISAGE KIT;Tonici / idratanti;126.28;0.00;103.20
987377417;WHYSPORT PERF 100% W LATT1,8KG;Preparati;125.51;0.00;103.92
982821086;EKEEP N2 ELBOWKEEP ROM GOM DX;Articoli contenitivi;123.92;0.00;120.71
903180469;CASSETTA MEDIC GRUPPO A B;Kit pronto soccorso;121.25;0.00;108.21
927497394;EKEEP S2 SHOULDER STABIL TG00;Articoli contenitivi;121.24;0.00;121.25
970527990;AQUACEL FOAM ADH 10X20 10PZ;Disinfettanti e medicazioni;119.53;0.00;119.53
989044084;MIAMO AGE REVERSE CREAM 40ML;Topici,Antirughe;118.85;0.00;103.40
979418833;HTP CACAO 1950G;Preparati;117.16;0.00;96.84
985505181;VERAVIS PLUS SUPREMO 2000PAST;Fermenti lattici;117.11;0.00;117.11
926146679;MIELE DI MANUKA 900 MGO 250G;Alimentari;116.74;0.00;106.41
930776784;ZOCCOLI RELAX TREND CHI CEL 41;Calzature;116.67;0.00;97.77
982821062;EKEEP G2 GENUKEEP TUT GINOCC03;Articoli contenitivi;116.52;0.00;112.44
905849877;GIBAUD ORTHO GENUGIB 40 TUTORE;Articoli contenitivi;113.40;0.00;99.41
924721881;AQUACEL AG FOAM N/ADES 15X15;Disinfettanti e medicazioni;113.06;0.00;57.90
936426509;VARISAN FASHIONK1 ATPA LA3N;Calzature;112.73;0.00;103.79
931772343;CANINSULIN VET PEN 16 UI START;Accessori;112.03;0.00;104.16
988042305;CH VIDEO BABY MONITOR START;Strumenti e accessori;111.22;0.00;81.90
924721968;AQUACEL AG FOAM ADES 20X14TALL;Disinfettanti e medicazioni;111.06;0.00;101.24
976104543;DMAE POLYMASKC LIFTING MASK;Viso;110.92;0.00;110.92
982821542;KETOVIS BOX;Associazioni minerali-vitamine-aminoacidi,Preparati,Tonici psico/fisici;110.48;0.00;104.43
930121355;LOFRIC DILA-CATH CH16 40CM;Cateteri e altri accessori;109.51;0.00;109.52
931837215;SPEEDICATH COMP SET D CH12 20P;Cateteri e altri accessori;109.40;0.00;109.41
922860135;AQUACEL FOAM N/ADES 20X20 5PZ;Disinfettanti e medicazioni;109.01;0.00;86.90
930121468;LOFRIC INSTI-CATH D CH10 30PZ;Cateteri e altri accessori;107.18;0.00;107.18
977697073;GLORIA162EVO ATU BE ML;Calzature;106.47;0.00;106.47
903674341;DERMATIX GEL 60G NP;Dermatologici;106.15;0.00;92.69
976400844;RE-COLLAGEN 60STICK 12ML;Sistemici;105.78;0.00;87.90
976100863;ARGENTO COLL IONICO 40PPM 1L;Disinfettanti e medicazioni;104.20;0.00;89.89
951992763;REV GIFT PREMIUM;Tonici / idratanti,Profumi / deodoranti;101.71;0.00;97.18
950454025;REDNESS NEUTRALIZER 50ML;Tonici / idratanti;101.57;0.00;73.41
983357486;HIPP KIT 4COF MILLE BOLLE BLU;Igiene;99.04;0.00;96.46
930124159;LOFRIC PRIMO AUTOLUB CH14 U TI;Cateteri e altri accessori;98.75;0.00;88.79
925382994;GIBAUD ORTHO SMARTSLING 30 TG1;Articoli contenitivi;98.70;0.00;72.50
900777119;GINSENG KOREAN EXTRACT 30G;;97.61;0.00;37.57
971744887;ATHENAVIS ONE SIR INTRA-ART4ML;Apparato muscolo scheletrico;97.14;0.00;89.66
925379707;GIBAUD ORTHO SMARTSLING 30 TG0;Articoli contenitivi;96.36;0.00;72.50
901626770;CARBOFLEX MEDIC 10X10CM 10PZ;Disinfettanti e medicazioni;96.14;0.00;92.09
927144764;REVAMIL GARZE MIELE 10X10 10PZ;Bende e garze;96.00;0.00;96.01
971217512;BIATAIN SIL ADES SACRO 25X25CM;Disinfettanti e medicazioni;95.81;0.00;90.71
977259175;RESTART24 30STICKPACK 15ML;Apparato muscolo scheletrico;95.78;0.00;70.95
982170173;AQUACEL FOAM PRO 24X21,5 5PZ;Disinfettanti e medicazioni;95.72;0.00;95.72
925383008;GIBAUD ORTHO SMARTSLING 30 TG2;Articoli contenitivi;95.57;0.00;72.50
930123878;LOFRIC PRIMO D CH12 15CM 30PZ;Cateteri e altri accessori;94.65;0.00;94.66
951232216;OMRON SFIGMO BRACCIO M4 CONN;Sfigmomanometri,Elettromedicali;93.64;0.00;74.00
926550322;AQUACEL FOAM ADH SAC24X21,5 5P;Disinfettanti e medicazioni;92.85;0.00;92.85
800601015;2LC1 30CPS;;92.74;0.00;86.75
932202599;APIX CARAMELLE BALSAM 3KG;Gola;92.34;0.00;92.35
800600987;2LCL1 30CPS;;92.02;0.00;81.62
923675072;SAVEGARD 3KG;Mangimi;91.72;0.00;78.99
926393190;FLO-HYAL SIR 40MG 2ML;Topici,Antirughe;91.65;0.00;83.80
905710721;BIMBONEB AEROSOL BI 400150;Raffreddore,Tosse,Naso;91.44;0.00;66.87
922860059;AQUACEL FOAM ADH 17,5X17,5 10P;Disinfettanti e medicazioni;91.41;0.00;80.04
910545375;CORDYCEPS MRL 250G;;90.95;0.00;90.96
800600975;2LCLM 30CPS;;90.94;0.00;87.50
